time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,psi,theta,normAccel,normMag,normGyr
0.226,-4.75,-1.9,-8.61,0.05,-0.01,0.0,-1.06,-20.93,-34.56,918.0,-1.6803829941522426,28.312365630686372,0.0,0.0,0.0
0.23700000000000002,-4.85,-1.95,-8.39,0.03,-0.01,0.02,-1.06,-20.93,-34.56,918.0,-0.6776254246888503,28.84415201294327,10.015218419984658,40.41759641542283,2.9215229778371645
0.249,-4.85,-1.95,-8.39,0.03,-0.01,0.02,-1.06,-20.93,-34.56,918.0,-0.34283282514005403,29.022801396928685,9.885196002103347,40.41759641542283,2.143811766460955
0.261,-4.85,-1.9,-8.41,-0.02,-0.01,0.03,-1.06,-20.93,-34.56,918.0,-0.3208936933685345,29.106516422087807,9.885196002103347,40.41759641542283,2.143811766460955
0.275,-4.83,-1.85,-8.64,-0.04,0.0,0.02,-1.06,-20.93,-34.56,918.0,-0.6441296150999967,29.017004646889816,9.89245166781218,40.41759641542283,2.1438117664609555
0.28600000000000003,-4.83,-1.85,-8.64,-0.04,0.0,0.02,-1.06,-20.93,-34.56,918.0,-0.8583045103858321,28.957535457558777,10.069806353649508,40.41759641542283,2.5623451563018373
0.298,-4.87,-1.86,-8.42,-0.01,-0.01,0.01,-1.06,-20.93,-34.56,918.0,-0.8209984231557674,29.02840660028245,10.069806353649508,40.41759641542283,2.5623451563018373
0.313,-4.81,-1.9,-8.58,-0.03,-0.01,-0.01,-0.87,-20.44,-35.06,918.0,-0.6517040218068678,28.986384921434947,9.903176258150715,40.41759641542283,0.9923920117592256
0.324,-4.81,-1.9,-8.58,-0.03,-0.01,-0.01,-0.87,-20.44,-35.06,918.0,-0.5197664363188945,28.953743380606966,10.018108603923197,40.59253749151438,1.9002860271582585
0.337,-4.83,-1.9,-8.64,-0.01,-0.01,-0.0,-0.87,-20.44,-35.06,918.0,-0.4333409061308618,28.921443447438364,10.018108603923197,40.59253749151438,1.9002860271582585
0.34800000000000003,-4.83,-1.9,-8.64,-0.01,-0.01,-0.0,-0.87,-20.44,-35.06,918.0,-0.362481467702243,28.895066208003257,10.079112064065962,40.59253749151438,0.8102846845413955
0.362,-4.89,-1.91,-8.49,0.02,-0.02,0.01,-0.87,-20.44,-35.06,918.0,-0.21322763919386586,28.931518871421886,10.079112064065962,40.59253749151438,0.8102846845413955
0.374,-4.81,-1.89,-8.56,-0.0,-0.02,0.01,-0.87,-20.44,-35.06,918.0,-0.15544998088481038,28.91782410214614,9.981998797836033,40.59253749151438,1.7188733853924696
0.385,-4.81,-1.89,-8.56,-0.0,-0.02,0.01,-0.87,-20.44,-35.06,918.0,-0.10590164520559898,28.90608682576243,9.999089958591231,40.59253749151438,1.2811725781509187
0.397,-4.87,-1.91,-8.58,-0.02,0.0,0.02,-0.87,-20.44,-35.06,918.0,-0.03809446285419481,28.911582555528753,9.999089958591231,40.59253749151438,1.2811725781509187
0.41200000000000003,-4.81,-1.83,-8.43,0.0,0.0,0.02,-0.87,-20.44,-35.06,918.0,0.0,28.925949148041198,10.048950193925732,40.59253749151438,1.620569369082791
0.423,-4.81,-1.83,-8.43,0.0,0.0,0.02,-0.87,-20.44,-35.06,918.0,0.03355200677520229,28.938641623590897,9.876735290570462,40.59253749151438,1.1459155902616465
0.435,-4.81,-1.86,-8.42,0.02,-0.0,0.01,-2.39,-19.79,-34.72,918.0,0.01736313133344012,28.950442897358542,9.876735290570462,40.59253749151438,1.1459155902616465
0.449,-4.81,-1.86,-8.42,0.02,-0.0,0.01,-2.39,-19.79,-34.72,918.0,0.0027950606082514525,28.96101397313474,9.873808788912209,40.03541682061022,1.2811725781509187
0.46,-4.86,-1.85,-8.35,0.0,-0.03,0.0,-2.39,-19.79,-34.72,918.0,0.01299196732828446,28.992933574963487,9.873808788912209,40.03541682061022,1.2811725781509187
0.47300000000000003,-4.84,-1.91,-8.6,0.0,-0.02,-0.0,-2.39,-19.79,-34.72,918.0,-0.011165092244705414,28.982928616394616,9.836899918165276,40.03541682061022,1.7188733853924696
0.484,-4.84,-1.91,-8.6,0.0,-0.02,-0.0,-2.39,-19.79,-34.72,918.0,-0.03327155477543155,28.97384044873695,10.05155211895158,40.03541682061022,1.1459155902616465
0.498,-4.87,-1.91,-8.56,0.03,-0.01,0.01,-2.39,-19.79,-34.72,918.0,-0.03910850360163125,28.97682730773998,10.05155211895158,40.03541682061022,1.1459155902616465
