time,ax,ay,az,gx,gy,gz,mx,my,mz,psi,theta,normAccel,normMag,normGyr
0.001,0.1,-0.28,-10.49,-0.88,-0.57,-0.95,-47.21,5.4,-45.1,-0.7984982199117345,-0.5459832799426181,0.0,0.0,0.0
0.014,0.07,-0.17,-10.6,-0.82,-0.61,-0.95,-47.21,5.4,-45.1,-0.5246638303704722,-0.4617285550039725,10.494212690812017,65.51300710545961,81.06492306450127
0.025,0.07,-0.17,-10.6,-0.82,-0.61,-0.95,-47.21,5.4,-45.1,-0.433721282079888,-0.4338306519257884,10.60159421973884,65.51300710545961,79.94763263207277
0.038,0.03,-0.16,-10.25,-0.73,-0.63,-0.98,-47.21,5.4,-45.1,-0.3901159283058974,-0.368788082091541,10.60159421973884,65.51300710545961,79.94763263207277
0.098,-0.07,-0.62,-9.46,-0.74,-0.72,-0.91,-47.58,3.31,-43.75,-0.3526910490927093,-0.22285700151067545,10.25129260142349,65.51300710545961,78.77284153051862
0.109,-0.07,-0.62,-9.46,-0.74,-0.72,-0.91,-47.58,3.31,-43.75,-0.33484528326317936,-0.12231910394100964,9.480553781293581,64.72151883261084,78.85406462293015
0.121,-0.18,-0.3,-10.12,-0.85,-0.59,-0.86,-47.58,3.31,-43.75,-0.08028553200156238,0.0403389611535232,9.480553781293581,64.72151883261084,78.85406462293015
0.134,-0.05,-0.53,-10.13,-0.83,-0.56,-0.91,-47.58,3.31,-43.75,-0.027429944068865935,0.07059599725957355,10.126045625020657,64.72151883261084,77.08784634941658
0.148,-0.05,-0.53,-10.13,-0.83,-0.56,-0.91,-47.58,3.31,-43.75,0.014083915874242653,0.09413051348917634,10.14397850944096,64.72151883261084,77.5209991185066
0.159,0.18,-0.8,-9.68,-0.81,-0.59,-0.94,-47.58,3.31,-43.75,-0.08678083692119483,-0.017017447885237402,10.14397850944096,64.72151883261084,77.5209991185066
0.17200000000000001,0.18,-0.8,-9.68,-0.81,-0.59,-0.94,-47.58,3.31,-43.75,-0.16987285311928385,-0.10867920969010925,9.714669320157016,64.72151883261084,78.72281643559363
0.183,0.28,-0.87,-9.46,-0.89,-0.61,-0.91,-47.58,3.31,-43.75,-0.2687439153217305,-0.23356245446845492,9.714669320157016,64.72151883261084,78.72281643559363
0.198,0.26,-0.75,-9.61,-0.95,-0.55,-0.85,-47.21,2.27,-44.09,-0.2146923110908832,-0.330961692955583,9.50404650662022,64.72151883261084,80.87233823210751
0.209,0.26,-0.75,-9.61,-0.95,-0.55,-0.85,-47.21,2.27,-44.09,-0.16891497519467538,-0.4149003310045316,9.642727829820771,64.63640692365256,79.54627106060747
0.221,0.22,-0.69,-9.79,-0.92,-0.46,-0.8,-47.21,2.27,-44.09,-0.10725994362532834,-0.47205969201382914,9.642727829820771,64.63640692365256,79.54627106060747
0.233,0.16,-0.54,-10.2,-0.92,-0.45,-0.77,-47.21,2.27,-44.09,0.0,-0.49930187470621945,9.816750990017011,64.63640692365256,74.660599932762
0.248,0.16,-0.54,-10.2,-0.92,-0.45,-0.77,-47.21,2.27,-44.09,0.0946329286894129,-0.5232647378417141,10.215537186071028,64.63640692365256,73.41465429632753
0.259,0.12,-0.49,-9.97,-0.89,-0.52,-0.77,-47.21,2.27,-44.09,0.18829025619802564,-0.5324580678871911,10.215537186071028,64.63640692365256,73.41465429632753
0.271,0.12,-0.49,-9.97,-0.89,-0.52,-0.77,-47.21,2.27,-44.09,0.272129367739808,-0.5406837392852708,9.982755130724183,64.63640692365256,73.71809568762232
0.28300000000000003,0.05,-0.56,-9.77,-0.9,-0.55,-0.79,-47.21,2.27,-44.09,0.3245666164580793,-0.5285198669635776,9.982755130724183,64.63640692365256,73.71809568762232
0.298,-0.03,-0.45,-9.61,-0.92,-0.53,-0.79,-47.21,2.27,-44.09,0.394941599593636,-0.4959828870627234,9.786163701880323,64.63640692365256,75.50444693811349
0.309,-0.03,-0.45,-9.61,-0.92,-0.53,-0.79,-47.21,2.27,-44.09,0.4590528352707709,-0.46630803262374343,9.620576905778572,64.63640692365256,75.82550389816456
0.322,-0.09,-0.54,-9.81,-0.92,-0.46,-0.81,-48.5,1.75,-43.59,0.5337812273276336,-0.42369871615051125,9.620576905778572,64.63640692365256,75.82550389816456
0.333,-0.1,-0.63,-10.23,-0.94,-0.41,-0.83,-48.5,1.75,-43.59,0.5872127290749444,-0.38151898937434225,9.82526335524906,65.23343161293909,75.01372117522988
0.34800000000000003,-0.1,-0.63,-10.23,-0.94,-0.41,-0.83,-48.5,1.75,-43.59,0.6364224725458846,-0.3428107555404978,10.24986829183673,65.23343161293909,75.59135355866067
0.359,-0.0,-0.85,-10.26,-0.98,-0.44,-0.83,-48.5,1.75,-43.59,0.6962396540948061,-0.32005881386096746,10.24986829183673,65.23343161293909,75.59135355866067
0.371,-0.0,-0.85,-10.26,-0.98,-0.44,-0.83,-48.5,1.75,-43.59,0.7326166391171135,-0.30430844686007674,10.295149343258698,65.23343161293909,77.78099910927246
0.383,0.08,-0.88,-10.33,-1.02,-0.5,-0.81,-48.5,1.75,-43.59,0.7654781765686054,-0.30689374889260534,10.295149343258698,65.23343161293909,77.78099910927246
0.398,0.04,-0.63,-10.08,-1.03,-0.56,-0.79,-48.5,1.75,-43.59,0.8494372257226027,-0.30937587412783785,10.367723954658516,65.23343161293909,79.93736648337784
0.40900000000000003,0.04,-0.63,-10.08,-1.03,-0.56,-0.79,-48.5,1.75,-43.59,0.9366574907114263,-0.3339383977977093,10.099747521596765,65.23343161293909,81.0001035254491
0.421,-0.09,-0.63,-9.86,-1.02,-0.56,-0.79,-48.5,1.75,-43.59,1.017978537009974,-0.3288040303569346,10.099747521596765,65.23343161293909,81.0001035254491
0.433,-0.14,-0.38,-10.08,-1.05,-0.54,-0.8,-45.91,3.84,-45.27,0.9639030120475384,-0.33804838578817,9.880516180848042,65.23343161293909,80.5836164549484
0.448,-0.14,-0.38,-10.08,-1.05,-0.54,-0.8,-45.91,3.84,-45.27,0.954277222249663,-0.3174276880776432,10.088131640695417,64.589833565353,81.71631658707389
0.459,-0.04,-0.5,-10.02,-1.0,-0.53,-0.85,-45.91,3.84,-45.27,0.9212171189080359,-0.3198712476807941,10.088131640695417,64.589833565353,81.71631658707389
0.47200000000000003,-0.04,-0.5,-10.02,-1.0,-0.53,-0.85,-45.91,3.84,-45.27,0.9450211201358848,-0.26889871103907126,10.032547034527173,64.589833565353,81.09731340564574
0.483,0.11,-0.83,-9.91,-0.93,-0.52,-0.88,-45.91,3.84,-45.27,0.9019851049825598,-0.25257651285626537,10.032547034527173,64.589833565353,81.09731340564574
0.498,0.09,-0.63,-10.02,-0.98,-0.52,-0.87,-45.91,3.84,-45.27,0.9167766209272672,-0.20849535852845236,9.945305425174231,64.589833565353,79.17812378818678
0.509,0.09,-0.63,-10.02,-0.98,-0.52,-0.87,-45.91,3.84,-45.27,0.8583058765532751,-0.16927382459115847,10.04018924124441,64.589833565353,80.77892164369578
0.521,0.07,-0.56,-10.08,-0.99,-0.53,-0.87,-45.91,3.84,-45.27,0.8145639517812708,-0.12558225876155404,10.04018924124441,64.589833565353,80.77892164369578
0.533,0.13,-0.63,-9.88,-0.99,-0.55,-0.89,-45.91,3.84,-45.27,0.740975595380084,-0.10499637948272778,10.095786249718246,64.589833565353,81.39026313809717
0.548,0.13,-0.63,-9.88,-0.99,-0.55,-0.89,-45.91,3.84,-45.27,0.6319779841431751,-0.0982717709717349,9.900919149250742,64.589833565353,82.5278034020618
0.559,0.09,-0.62,-9.82,-1.0,-0.53,-0.87,-46.65,3.49,-43.59,0.5486791172768058,-0.08239716357522298,9.900919149250742,64.589833565353,82.5278034020618
0.5710000000000001,0.09,-0.62,-9.82,-1.0,-0.53,-0.87,-46.65,3.49,-43.59,0.4586032405832319,-0.07557358127868952,9.839964430830022,63.94130668042373,81.79060325033636
0.583,0.01,-0.37,-9.98,-1.0,-0.5,-0.85,-46.65,3.49,-43.59,0.42123364085201304,-0.05038184921949096,9.839964430830022,63.94130668042373,81.79060325033636
0.596,0.03,-0.47,-10.01,-0.96,-0.51,-0.89,-46.65,3.49,-43.59,0.3825776589495461,-0.0457588507981086,9.986861368818534,63.94130668042373,80.46946952352901
0.61,0.03,-0.47,-10.01,-0.96,-0.51,-0.89,-46.65,3.49,-43.59,0.32467740704112913,-0.05939151807817211,10.02107279686162,63.94130668042373,80.49598234479271
0.621,0.07,-0.59,-10.01,-0.97,-0.54,-0.91,-46.65,3.49,-43.59,0.24258543132845797,-0.0821009477424468,10.02107279686162,63.94130668042373,80.49598234479271
0.634,0.02,-0.54,-10.12,-1.0,-0.58,-0.92,-46.65,3.49,-43.59,0.15515538378806065,-0.10705543770865233,10.027616865437171,63.94130668042373,82.24688908909685
