time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,psi,theta,normAccel,normMag,normGyr
0.22,-9.12,-0.05,-4.0,0.43,1.01,-0.15,-25.37,2.13,-24.43,-1.0,1.3063369076776323,66.31626583711187,0.0,0.0,0.0
0.231,-9.18,-0.12,-3.96,0.42,1.01,-0.15,-25.37,2.13,-24.43,-1.0,2.20545339497718,66.48749750229607,9.958759962967276,35.28453910709335,63.47948325750152
0.243,-9.18,-0.12,-3.96,0.42,1.01,-0.15,-25.37,2.13,-24.43,-1.0,2.503936422383392,66.54405676729192,9.998419875160273,35.28453910709335,63.25931505054663
0.255,-9.17,-0.1,-4.18,0.43,1.02,-0.16,-25.37,2.13,-24.43,-1.0,2.645377388990471,66.27837923126833,9.998419875160273,35.28453910709335,63.25931505054663
0.268,-9.14,-0.09,-4.09,0.47,1.01,-0.16,-27.6,1.41,-23.75,-1.0,2.271354971371109,66.20009570075979,10.078258778181874,35.28453910709335,64.08168586444718
0.28,-9.14,-0.09,-4.09,0.47,1.01,-0.16,-27.6,1.41,-23.75,-1.0,2.0100508514082454,66.14791397367114,10.013780504884258,36.43913555505949,64.48257534345906
0.292,-9.11,-0.08,-4.06,0.48,1.0,-0.17,-27.6,1.41,-23.75,-1.0,1.7706982689756516,66.12331316211456,10.013780504884258,36.43913555505949,64.48257534345906
0.304,-9.11,-0.08,-4.06,0.48,1.0,-0.17,-27.6,1.41,-23.75,-1.0,1.586932414758552,66.10484194122415,9.97407138534711,36.43913555505949,64.29648541382171
0.317,-9.08,-0.09,-4.02,0.45,1.0,-0.17,-27.6,1.41,-23.75,-1.0,1.4681985873085974,66.1058768894388,9.97407138534711,36.43913555505949,64.29648541382171
0.329,-9.12,-0.12,-4.04,0.41,1.0,-0.16,-27.6,1.41,-23.75,-1.0,1.461046325739818,66.10515370803853,9.930503511907137,36.43913555505949,63.58024645599026
0.341,-9.12,-0.12,-4.04,0.41,1.0,-0.16,-27.6,1.41,-23.75,-1.0,1.4549686707425435,66.10455369898858,9.975489962904078,36.43913555505949,62.59940846373086
0.354,-9.12,-0.05,-4.07,0.43,1.01,-0.15,-27.6,1.41,-23.75,-1.0,1.2798465615340853,66.09166307281058,9.975489962904078,36.43913555505949,62.59940846373086
0.441,-9.03,-0.07,-4.07,0.46,1.0,-0.16,-24.81,1.23,-23.58,-1.0,1.0411333979596138,66.06445049014735,9.98708165581918,36.43913555505949,63.47948325750152
0.528,-9.01,-0.07,-4.23,0.45,0.98,-0.17,-25.37,0.7,-24.09,-1.0,0.662535052453293,65.97782480014374,9.905084552895044,34.25004233574026,63.72980477166496
0.615,-9.24,0.06,-3.91,0.42,0.85,-0.19,-25.37,0.7,-24.09,-1.0,0.007807245910278421,66.05130731842758,9.953788223586033,34.9922134195595,62.54956920670195
0.628,-9.17,-0.22,-4.15,0.56,0.9,-0.16,-25.37,0.7,-24.09,-1.0,0.0,66.02485285778499,10.033409191296846,34.9922134195595,55.40238205403248
0.64,-9.17,-0.22,-4.15,0.56,0.9,-0.16,-25.37,0.7,-24.09,-1.0,-0.007495252721476435,66.0014530196035,10.067760426231844,34.9922134195595,61.4215032169801
0.652,-9.27,-0.25,-3.81,0.44,0.87,-0.14,-27.41,1.23,-24.26,-1.0,0.1721637970146845,66.09221539918704,10.067760426231844,34.9922134195595,61.4215032169801
