time,ax,ay,az,gx,gy,gz,mx,my,mz,psi,theta
2.821,-0.69,-7.76,11.83,5.76,-2.64,2.36,-14.12,23.5,-126.75,-14.509774982060717,19.242424266491952
2.872,0.03,-2.08,12.76,1.25,-1.94,0.52,-26.69,12.96,-118.93,-16.978778586838867,18.404733615693956
2.924,-1.95,-8.64,8.13,-10.06,-0.27,-2.9,-26.69,12.96,-118.93,-19.670793215435573,19.152063865997818
2.975,-3.94,9.75,8.87,-26.81,-1.43,-3.8,-30.48,35.07,-105.29,-21.251001460392075,18.557740301034244
3.0260000000000002,-6.84,-6.61,1.04,-4.91,-0.57,-0.72,-30.48,35.07,-105.29,-25.26136515426461,21.310300743036436
3.078,-5.55,-8.55,0.91,-3.02,-0.21,-1.17,-34.09,40.43,-105.29,-28.125683335693893,23.59787214414888
3.129,-6.21,-6.09,1.87,-2.47,-0.08,-1.76,-34.09,40.43,-84.5,-33.2844534262139,27.77992416680857
3.18,-7.04,-6.66,-1.53,-2.45,-0.18,-1.8,-34.09,40.43,-84.5,-37.847467146854946,32.959599141011864
3.232,-9.29,-2.93,-2.71,-1.81,-0.18,-1.58,-38.23,26.61,-78.84,-42.30204794312548,39.53859804521838
3.283,-9.18,-4.22,-2.26,-0.81,0.33,-1.14,-38.23,26.61,-78.84,-49.369916400057896,46.790285473193535
3.334,-8.62,-5.75,-3.04,-0.31,0.5,-0.12,-38.23,26.61,-78.84,-57.33357387652295,51.2329347716817
3.386,-9.01,-4.07,-1.85,-0.45,0.32,-0.22,-40.29,21.08,-80.18,-66.6092722543955,54.597792128982036
3.438,-8.74,-3.8,-1.19,-0.51,0.18,0.06,-40.29,21.08,-80.18,-80.99507283161196,56.27364259601478
3.488,-8.45,-3.33,-1.58,-0.43,-0.22,0.02,-39.43,18.49,-79.34,-79.58709198132645,58.764229011211285
3.541,-9.23,-4.09,-2.57,-0.49,-0.45,0.16,-39.43,18.49,-79.34,-84.55825304459024,58.01447493458841
3.592,-9.1,-4.69,-1.52,-0.22,-0.41,0.12,-39.6,18.66,-78.84,-89.58774794333733,56.78574074781611
3.642,-8.89,-3.79,-2.48,-0.37,-0.42,-0.07,-39.6,18.66,-78.84,-93.7557688844944,56.95566718514402
3.6950000000000003,-8.33,-4.46,-3.13,-0.32,-0.19,-0.09,-39.6,18.66,-78.84,-102.44972984878393,59.59215257542448
3.746,-8.19,-4.4,-2.79,-0.5,-0.17,-0.03,-38.57,18.66,-77.51,-113.29120065860351,58.655168508903955
3.797,-7.88,-4.39,-2.75,-0.44,-0.03,-0.28,-38.57,18.66,-77.51,-121.28190048827668,59.732317151406676
3.849,-8.97,-4.79,-3.16,-0.36,0.02,-0.05,-39.43,18.83,-76.68,-132.11245358971166,59.71970839235553
3.9,-9.29,-4.32,-3.26,-0.71,-0.18,-0.03,-39.43,18.83,-76.68,-143.6313838010777,61.16716702101786
3.951,-8.76,-3.96,-2.96,-0.54,0.05,0.01,-39.43,18.83,-76.68,-144.80789303915284,63.298555131562125
4.002,-8.42,-3.89,-3.39,-0.41,-0.02,-0.05,-39.43,16.41,-77.35,-155.06967770673668,62.50196064966855
4.053,-8.25,-3.73,-3.18,-0.33,-0.04,-0.1,-39.43,16.41,-77.35,-161.66604050057705,59.32231871827989
4.104,-8.7,-3.88,-3.38,-0.19,-0.01,-0.01,-40.47,15.72,-76.35,-168.31703592544133,61.04162842977476
4.155,-8.55,-3.86,-3.11,-0.25,-0.1,-0.01,-40.47,15.72,-76.35,-174.37574533010448,60.951038612641725
4.206,-8.57,-3.83,-3.24,-0.21,-0.04,-0.02,-40.47,15.72,-76.35,-179.54159307621322,61.899813757156664
4.258,-8.79,-3.89,-3.47,-0.26,-0.11,0.04,-38.92,16.24,-77.51,179.64489668796594,58.80905037256929
4.309,-8.46,-3.8,-3.29,-0.26,-0.04,0.01,-38.92,16.24,-77.51,177.6207209357061,59.115920015016314
4.36,-8.55,-3.56,-3.22,-0.26,-0.08,-0.07,-39.43,16.41,-76.02,174.74019617165965,59.93694777582837
4.413,-8.78,-3.66,-3.4,-0.23,-0.05,-0.08,-39.43,16.41,-76.02,171.98850584991288,60.08547773423072
4.464,-8.49,-3.64,-3.44,-0.23,-0.06,-0.02,-39.6,15.9,-75.85,169.99075602652212,60.53475373149641
4.516,-8.39,-3.57,-3.55,-0.22,-0.0,-0.08,-39.6,15.9,-75.85,169.86622961497994,60.2319416423928
4.5680000000000005,-9.25,-4.23,-4.1,-0.3,-0.14,0.11,-39.6,15.9,-75.85,169.19670718557862,60.02616548494734
4.619,-8.6,-3.42,-3.43,-0.18,-0.01,-0.01,-38.23,15.2,-76.18,168.03710301878795,60.35259145465298
4.67,-8.72,-3.48,-3.64,-0.23,-0.06,0.08,-38.23,15.2,-76.18,167.2704407179712,60.198775444263845
4.723,-8.67,-3.6,-3.6,-0.13,0.02,0.08,-39.09,14.69,-75.68,166.4958163269786,59.9280369438998
4.774,-8.64,-3.56,-3.14,-0.18,-0.05,0.08,-39.09,14.69,-75.68,166.14507256693238,59.721873764374436
4.825,-8.66,-3.74,-4.03,-0.24,-0.09,0.09,-39.09,14.69,-75.68,165.67450508975202,59.527862255521256
4.878,-8.61,-3.55,-3.4,-0.14,-0.02,0.05,-39.43,17.11,-76.02,164.85892746415882,59.405534997689756
4.929,-8.62,-3.74,-3.83,-0.17,-0.04,0.06,-39.43,17.11,-76.02,164.564586435207,59.20844216165784
4.98,-8.61,-3.62,-3.34,-0.17,-0.05,0.05,-39.6,13.82,-75.85,164.09271791769277,59.33868629776029
5.032,-9.17,-3.84,-3.7,-0.22,0.04,0.0,-39.6,13.82,-75.85,163.51143756758327,59.41688452090406
5.083,-8.56,-3.57,-2.67,-0.31,0.12,0.04,-39.6,13.82,-75.85,163.06436525396927,59.626007476669486
5.134,-8.6,-3.51,-4.46,-0.32,0.01,0.11,-38.74,14.69,-75.68,162.20712859464555,59.59754630468103
5.187,-8.19,-3.63,-3.92,-0.25,0.02,0.04,-38.74,14.69,-75.68,161.78567586597114,59.48115684662497
5.238,-8.55,-3.61,-3.22,-0.19,0.04,0.04,-39.09,14.69,-77.35,161.4866704601727,59.47191439103344
5.288,-8.23,-3.36,-3.4,-0.25,0.08,0.04,-39.09,14.69,-77.35,161.23473883576216,59.52451381868343
5.341,-8.64,-3.56,-3.91,-0.16,0.01,0.04,-39.09,14.69,-77.35,160.92854350731366,59.49467430516941
5.392,-8.63,-3.69,-3.44,-0.15,0.02,0.07,-40.29,14.86,-77.85,160.79814569959177,59.50539086358853
5.4430000000000005,-8.51,-3.66,-3.91,-0.1,0.02,0.05,-40.29,14.86,-77.85,160.51072814146005,59.41945558583865
5.496,-8.49,-3.37,-3.43,-0.07,0.08,0.03,-39.43,16.41,-78.01,160.26654264482121,59.44891002326244
5.547,-8.72,-3.58,-3.55,-0.09,0.01,0.03,-39.43,16.41,-78.01,160.13377118377736,59.4733760003908
5.598,-7.97,-3.57,-2.98,-0.03,-0.03,0.02,-39.43,16.41,-78.01,160.15138881912586,59.491660855468865
5.651,-8.93,-3.79,-3.3,-0.03,-0.1,-0.04,-39.6,15.2,-79.18,160.1237733974495,59.49239609963129
5.702,-9.0,-3.06,-3.74,-0.04,-0.19,-0.06,-39.6,15.2,-79.18,159.71105558759578,59.55526069306683
5.753,-9.14,-3.3,-2.91,-0.11,-0.16,-0.1,-38.74,15.72,-78.01,159.56616922500848,59.75203231291468
5.805,-8.96,-3.06,-2.95,-0.31,-0.09,-0.06,-38.74,15.72,-78.01,159.37294489327365,59.972926887101295
5.857,-8.8,-3.39,-3.66,-0.28,-0.0,-0.03,-38.23,14.17,-76.52,159.0696042452869,60.101496534813606
5.907,-8.23,-4.06,-3.64,-0.2,-0.0,0.03,-38.23,14.17,-76.52,159.3012819664609,59.93910744004515
5.96,-8.47,-4.16,-4.02,-0.21,-0.07,0.08,-38.23,14.17,-76.52,159.50257148387624,59.76111586974113
6.011,-8.62,-3.36,-3.59,-0.11,0.08,-0.04,-39.43,15.72,-77.35,159.4177054194572,59.79065211583813
6.062,-8.7,-3.33,-3.77,-0.18,-0.02,0.03,-39.43,15.72,-77.35,159.19602112781257,59.74199969315546
6.114,-8.67,-3.58,-3.6,-0.13,0.01,0.04,-40.29,15.2,-76.52,159.2364608296659,59.825836887791496
6.165,-8.67,-3.43,-3.72,-0.18,-0.04,0.02,-40.29,15.2,-76.52,159.07159051579313,59.80482564171675
6.216,-8.68,-3.49,-3.7,-0.15,0.01,0.02,-40.29,15.2,-76.52,158.94271735717874,59.86510960641476
6.267,-8.7,-3.42,-3.41,-0.1,-0.02,-0.01,-39.43,14.69,-77.01,158.83902219067073,59.89372551735576
6.3180000000000005,-8.76,-3.29,-3.79,-0.03,-0.11,0.01,-39.43,14.69,-77.01,158.6264096178875,59.910877942843854
6.369,-8.98,-3.78,-4.64,-0.2,-0.3,0.41,-40.29,16.24,-77.18,158.3421866345868,59.651176774576015
6.421,-8.77,-3.81,-3.88,-0.23,-0.1,0.27,-40.29,16.24,-77.18,158.61544457257963,59.71148167922712
6.472,-8.28,-3.89,-3.22,-0.25,0.04,0.19,-39.95,16.59,-76.18,158.9209696596574,59.784382378039396
6.524,-8.16,-3.8,-3.44,-0.28,0.11,-0.0,-39.95,16.59,-76.18,159.07390186438295,59.68191922633983
6.575,-8.42,-3.73,-3.82,-0.29,0.07,-0.06,-39.95,16.59,-76.18,159.21014810334725,59.59347065655527
6.626,-8.27,-3.67,-3.99,-0.25,0.01,-0.04,-40.29,16.93,-77.51,159.35157008111128,59.52403850571943
6.679,-8.55,-3.72,-4.28,-0.2,-0.05,-0.02,-40.29,16.93,-77.51,159.26665878394743,59.39262646089591
6.73,-8.57,-3.59,-3.64,-0.15,-0.07,0.02,-38.92,16.93,-77.18,159.32415057771726,59.447231645072435
6.781000000000001,-8.59,-3.59,-3.66,-0.16,-0.05,0.01,-38.92,16.93,-77.18,159.37971044679475,59.39617458011608
6.8340000000000005,-8.57,-3.61,-3.89,-0.19,-0.08,0.04,-38.92,16.93,-77.18,159.3574125344641,59.3268227327348
6.885,-8.48,-3.54,-3.71,-0.18,-0.07,0.01,-40.12,17.45,-76.68,159.21464081665962,59.28782381154258
6.936,-8.44,-3.51,-3.65,-0.19,-0.04,-0.02,-40.12,17.45,-76.68,159.17890880793547,59.219567790739575
6.989,-9.44,-3.25,-3.31,-0.27,-0.07,-0.02,-40.12,17.45,-76.68,159.40093649219648,59.30555737987183
7.041,-8.56,-3.81,-4.55,-0.24,-0.13,0.05,-40.12,17.45,-76.68,159.45327144843696,58.93750719184925
7.0920000000000005,-8.56,-3.44,-3.6,-0.11,0.03,0.02,-40.12,17.45,-76.68,159.62087843120193,58.74756191734696
7.1450000000000005,-8.52,-3.5,-3.9,-0.18,-0.09,0.07,-40.12,16.41,-74.69,159.7677866566906,58.665831355627915
7.196,-8.52,-3.5,-4.03,-0.2,-0.09,0.08,-40.12,16.41,-74.69,159.55323152852156,58.72036156166553
7.247,-8.49,-3.73,-4.06,-0.19,-0.1,0.06,-38.74,15.72,-75.68,159.42463183060752,58.77458339137755
7.3,-8.47,-3.56,-3.99,-0.2,-0.08,0.03,-38.74,15.72,-75.68,159.46584998716764,58.673413360744576
7.351,-8.47,-3.57,-4.06,-0.21,-0.09,0.04,-39.95,16.24,-74.85,159.59777130401193,58.57305458275499
7.402,-8.76,-3.6,-4.2,-0.19,-0.07,0.04,-39.95,16.24,-74.85,159.53990581461161,58.49607135483217
7.454,-8.29,-3.43,-3.62,-0.26,-0.02,0.04,-39.95,16.24,-74.85,159.64008551636198,58.46501404441011
7.506,-8.4,-3.6,-4.33,-0.29,-0.11,0.06,-38.57,16.59,-74.85,159.63798802209956,58.327616726385145
7.556,-8.27,-3.7,-4.72,-0.24,-0.09,0.05,-38.57,16.59,-74.85,159.64760224315296,58.05313682809097
7.609,-8.49,-3.45,-3.5,-0.18,0.04,0.04,-39.78,17.45,-75.35,159.89072017163733,58.04080353651503
7.6610000000000005,-8.61,-3.97,-3.53,-0.21,0.1,0.08,-39.78,17.45,-75.35,160.23922390854187,58.128408617046205
7.712,-8.56,-3.96,-3.59,-0.18,0.17,0.07,-39.78,17.45,-75.35,160.42013749010792,58.12413622321455
7.764,-8.72,-4.38,-4.24,-0.22,0.01,0.05,-39.26,16.59,-76.85,160.38613832173206,57.96833248301465
7.816,-8.36,-3.3,-4.01,-0.14,0.06,0.01,-39.26,16.59,-76.85,160.04457292232354,57.97779977694992
7.867,-8.39,-3.64,-4.17,-0.11,0.03,0.02,-38.92,15.55,-76.18,159.90861746908217,57.93638256007796
7.92,-8.53,-3.37,-4.39,-0.13,0.03,0.02,-38.92,15.55,-76.18,159.6536264010388,57.950135175222755
7.972,-8.5,-3.59,-3.9,-0.12,0.09,0.02,-38.92,15.55,-76.18,159.62564353182742,58.015065494320794
8.023,-8.53,-3.53,-4.15,-0.11,0.05,0.05,-40.29,16.24,-76.85,159.534350510833,57.94548991421834
8.075,-8.39,-3.5,-3.95,-0.03,0.03,-0.0,-40.29,16.24,-76.85,159.48279901660732,57.89168594158289
8.126,-8.6,-3.56,-3.63,0.04,0.04,-0.04,-41.33,16.59,-77.85,159.52442348028066,57.93887442926868
8.177,-8.51,-3.6,-4.08,-0.04,-0.05,-0.03,-41.33,16.59,-77.85,159.46957471273558,57.88196005852271
8.23,-8.31,-3.45,-3.62,0.04,-0.1,-0.04,-40.81,16.41,-77.01,159.44306436198949,57.87828629133617
8.281,-8.01,-3.8,-2.08,0.02,0.05,-0.05,-40.81,16.41,-77.01,159.99534564704092,57.808014631688536
8.332,-8.89,-3.29,-3.3,-0.11,-0.01,-0.02,-40.81,16.41,-77.01,159.92968455465046,58.09472394299826
8.384,-8.64,-3.14,-3.5,-0.25,-0.12,0.03,-39.78,15.72,-76.68,159.76171893172523,58.15845974336651
8.435,-8.6,-3.7,-4.04,-0.18,-0.08,0.05,-39.78,15.72,-76.68,159.76064133163092,58.121660253285
8.487,-8.72,-3.51,-3.78,-0.18,-0.05,0.03,-39.26,15.55,-77.18,159.7118093678913,58.18012426125284
8.538,-8.76,-3.24,-3.88,-0.22,-0.04,0.0,-39.26,15.55,-77.18,159.4917207710015,58.30338244144161
8.589,-8.57,-3.48,-3.8,-0.21,-0.0,0.04,-39.26,15.55,-77.18,159.46264023715216,58.353168032714564
8.641,-8.63,-3.51,-3.79,-0.2,-0.03,0.04,-40.81,15.38,-76.68,159.43291641761726,58.4189174034386
8.693,-8.45,-3.66,-3.84,-0.16,-0.01,-0.01,-40.81,15.38,-76.68,159.5166799770098,58.42508114323718
8.743,-8.43,-3.52,-4.15,-0.16,-0.04,-0.02,-39.78,16.41,-77.01,159.42013049174466,58.35427855692049
8.796,-8.61,-3.25,-3.93,-0.15,-0.05,-0.11,-39.78,16.41,-77.01,159.30444298316286,58.48320388077653
8.848,-8.6,-3.4,-3.86,-0.23,-0.08,0.01,-41.15,15.38,-77.68,159.2652782685201,58.685668126280774
8.899000000000001,-8.38,-3.95,-4.01,-0.21,-0.07,0.06,-41.15,15.38,-77.68,159.3357286169519,58.53280543774102
8.951,-8.58,-3.8,-4.18,-0.25,-0.04,0.04,-41.15,15.38,-77.68,159.09161006788102,58.4590968931696
9.002,-8.59,-3.31,-4.06,-0.15,0.04,-0.04,-39.95,16.24,-75.85,158.69670025133595,58.481413631998294
9.053,-8.6,-3.33,-3.88,-0.16,-0.08,0.03,-39.95,16.24,-75.85,158.33598970208217,58.657668587887144
9.106,-8.61,-3.53,-4.04,-0.14,-0.08,0.03,-39.95,16.24,-75.85,158.42214297616314,58.65279413307363
9.157,-8.79,-2.71,-2.76,0.19,-0.07,0.01,-40.81,15.38,-76.02,158.2520341041649,59.027894581715515
9.208,-9.48,-3.48,-4.13,-0.36,-0.24,0.3,-40.81,15.38,-76.02,158.28156834450542,59.162864298542985
9.261000000000001,-8.24,-3.73,-4.4,-0.31,-0.02,0.33,-39.78,14.69,-77.35,158.25564194004892,59.041304507397655
9.312,-7.43,-3.56,-4.05,-0.29,0.06,0.03,-39.78,14.69,-77.35,158.3390001787027,58.92172279086526
9.363,-7.76,-3.55,-4.01,-0.23,0.04,-0.11,-39.78,14.69,-77.35,158.35683877288903,58.83140330336175
9.416,-8.65,-3.65,-4.23,-0.22,-0.03,-0.02,-40.29,16.93,-76.18,158.30274121994125,58.73827265897222
9.468,-8.3,-3.5,-4.31,-0.19,-0.06,0.04,-40.29,16.93,-76.18,158.2565122765968,58.69299739089465
9.518,-8.41,-3.46,-4.14,-0.18,-0.07,0.02,-39.43,16.07,-76.35,158.13948042659007,58.62798164678904
9.571,-8.89,-3.47,-4.26,-0.18,-0.06,0.0,-39.43,16.07,-76.35,157.5242152085612,58.458361540590175
9.623,-8.4,-3.42,-4.04,-0.18,-0.03,0.05,-39.6,16.24,-77.18,157.4853307571462,58.27471665941724
9.674,-8.4,-3.43,-4.33,-0.18,-0.02,-0.01,-39.6,16.24,-77.18,157.50980964211368,58.08737202820592
9.726,-8.47,-3.47,-4.29,-0.15,-0.01,-0.02,-39.6,16.24,-77.18,157.38855648594685,58.06436720387549
9.778,-8.43,-3.44,-4.13,-0.14,-0.03,0.02,-39.6,15.9,-76.52,157.360374196034,57.98684017005354
9.829,-8.45,-3.41,-4.1,-0.15,-0.02,0.04,-39.6,15.9,-76.52,157.4586726721306,57.89539285584485
9.881,-8.48,-3.42,-4.33,-0.16,-0.05,0.04,-38.4,16.76,-76.35,157.39190533289803,57.814259578942455
9.932,-8.49,-3.37,-4.15,-0.15,-0.01,0.01,-38.4,16.76,-76.35,157.29110669677036,57.76191948939052
9.983,-8.64,-3.37,-4.22,-0.16,-0.03,0.01,-38.4,16.76,-76.35,157.08758428526252,57.76549355593218
10.036,-8.42,-3.39,-4.21,-0.17,-0.03,0.0,-38.92,17.28,-75.85,157.0484051374801,57.771673999620134
10.087,-8.13,-3.35,-4.13,-0.17,-0.05,0.01,-38.92,17.28,-75.85,157.1388711246596,57.67106239971184
10.138,-8.05,-3.18,-3.97,-0.16,-0.0,-0.07,-39.43,16.41,-76.68,157.09779321524235,57.6148525295512
10.191,-8.61,-3.69,-4.59,-0.17,-0.07,0.07,-39.43,16.41,-76.68,156.88832694929948,57.589480309513135
10.242,-8.46,-3.48,-4.4,-0.08,0.05,-0.01,-39.95,16.24,-76.52,156.74939652860579,57.58167496163574
10.294,-8.51,-3.33,-4.01,-0.06,0.08,-0.03,-39.95,16.24,-76.52,156.76372924172117,57.576814023759624
10.346,-8.54,-3.21,-3.94,-0.11,0.02,-0.01,-39.95,16.24,-76.52,156.6993581581409,57.57534397768504
10.398,-8.54,-3.4,-4.09,-0.11,-0.0,0.02,-39.26,15.2,-77.51,156.57795324997528,57.57534374644473
10.449,-8.55,-3.31,-3.95,-0.13,0.0,0.0,-39.26,15.2,-77.51,156.64428426842792,57.294932778841854
10.502,-8.55,-3.33,-4.19,-0.16,-0.04,0.02,-40.81,15.03,-77.01,156.64873371277423,57.189065686160205
10.553,-8.56,-3.36,-3.95,-0.1,0.01,0.02,-40.81,15.03,-77.01,156.54724408079224,57.34127907861881
10.604000000000001,-8.54,-3.37,-4.03,-0.14,-0.02,0.02,-40.81,15.03,-77.01,156.37910643636587,57.504525303077315
10.656,-8.55,-3.33,-4.1,-0.16,-0.04,0.03,-39.6,15.2,-75.85,156.21790130252478,57.61481745246485
10.708,-8.56,-3.4,-4.16,-0.12,-0.01,0.01,-39.6,15.2,-75.85,156.07372973146516,57.644768272606456
10.759,-8.58,-3.37,-3.83,-0.15,-0.03,0.02,-39.95,16.24,-76.52,156.02373472380705,57.76656465130441
10.811,-8.56,-3.32,-4.27,-0.17,-0.05,0.03,-39.95,16.24,-76.52,155.93916118134308,57.782500905999655
10.862,-8.54,-3.34,-3.98,-0.16,-0.04,0.03,-39.95,16.24,-76.52,155.97008219293573,57.79769593237515
10.913,-8.56,-3.28,-4.01,-0.22,-0.09,0.05,-38.57,16.59,-77.18,155.886221795196,57.83881322366926
10.965,-8.57,-3.41,-4.0,-0.26,-0.11,0.06,-38.57,16.59,-77.18,155.8969537022328,57.911399734301085
11.016,-8.6,-3.1,-3.79,-0.25,-0.01,0.05,-40.47,15.38,-76.02,155.8004409196989,58.0476354397633
11.069,-8.65,-3.15,-4.55,-0.26,0.12,0.09,-40.47,15.38,-76.02,155.59684205404204,58.04668378826017
11.120000000000001,-8.15,-3.1,-3.33,-0.28,0.17,0.06,-39.95,16.93,-77.18,155.62516875491633,58.164469245189395
11.172,-7.94,-3.21,-4.76,-0.27,0.01,0.05,-39.95,16.93,-77.18,155.54666976259935,58.05987461636576
11.224,-8.54,-3.35,-4.82,-0.13,-0.02,0.01,-39.95,16.93,-77.18,155.4576474969202,57.96699180973357
