time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
2.8080000000000003,0.22,-0.81,9.65,-0.01,-0.02,-0.04,10.85,10.54,-117.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.859,0.26,-0.83,9.65,-0.02,-0.03,-0.04,10.85,10.54,-117.6,9.686433812296453,118.56885805303178,2.6256224662019982,-0.02991950527124478,-0.05983901054248956,-0.11967802108497912,0.011488265306122451,-0.042297704081632664,0.5039170918367348,0.0,0.0,0.0
2.912,0.33,-0.84,9.59,-0.02,-0.04,-0.04,10.85,10.54,-117.6,9.689117606882476,118.56885805303178,3.0854721543118906,-0.08975851581373434,-0.1495975263562239,-0.23935604216995823,0.025065306122448984,-0.08563979591836737,1.0078341836734697,0.0005999101806538945,-0.0022087602105893387,0.026314242015045827
2.964,-0.81,0.32,10.59,-0.04,-0.14,-0.05,10.16,8.47,-117.27,9.632372501102726,118.56885805303178,3.437746770784939,-0.1495975263562239,-0.269275547441203,-0.35903406325493736,0.042297704081632664,-0.1295040816326531,1.5086181122448983,0.0019088051202623912,-0.00668081792091837,0.07894272604513748
3.016,0.97,0.56,10.39,-0.13,-0.59,-0.17,10.16,8.47,-117.27,10.625751738112461,118.01364073699277,8.820573138706937,-0.269275547441203,-0.68814862123863,-0.5086315896111613,0.0,-0.11279387755102044,2.0616214285714287,0.00411756533085173,-0.013443441775562271,0.15772184022282387
3.068,4.06,0.67,5.49,0.05,0.32,0.04,8.44,9.5,-118.27,10.450196170407521,118.01364073699277,35.95966380918523,-0.6582291159673852,-2.4533994322420716,-1.0172631792223226,0.05065280612244898,-0.08355102040816328,2.604180867346939,0.00411756533085173,-0.019333469003800507,0.26537844900562274
3.121,-3.78,-1.56,14.46,0.26,0.72,0.24,8.44,9.5,-118.27,6.860947456437777,118.95073139749918,18.69809819944934,-0.5086315896111613,-1.4959752635622388,-0.8975851581373434,0.26266352040816326,-0.04856403061224491,2.8908653061224494,0.0067626238546439005,-0.02369645213582883,0.4013671795020305
3.173,3.62,-0.78,5.56,-0.14,-0.52,-0.14,8.44,9.5,-118.27,15.027095527745873,118.95073139749918,45.965358335028334,0.26927554744120297,0.6582291159673854,-0.1795170316274688,0.06527423469387753,-0.1300262755102041,3.645957653061225,0.020478752075957937,-0.026232436081320292,0.5523263958702105
3.225,-1.46,-1.64,10.91,0.08,0.45,0.18,8.61,7.95,-118.77,6.680299394488244,118.95073139749918,31.880352036381844,-0.14959752635622398,-0.8975851581373431,-0.5983901054248957,0.25430841836734697,-0.1707573979591837,3.9362974489795928,0.023887332647855062,-0.03302232858053937,0.7427160722940964
3.278,0.39,-2.19,9.39,-0.03,-0.11,-0.04,8.61,7.95,-118.77,11.128760038746456,119.3467532025903,28.14500261605662,0.08975851581373426,0.448792579068672,-0.059839010542489635,0.178068112244898,-0.25639719387755106,4.506010969387756,0.03716716255596627,-0.041939175356622255,0.9482671151017807
