time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
4.571,0.13,-0.77,9.63,0.0,0.0,0.0,12.57,10.19,-113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.622,0.11,-0.78,9.63,0.0,0.01,0.0,12.57,10.19,-113.94,9.661609596749397,115.08329418295254,0.0,0.0,0.0,0.0,0.006776611111111112,-0.04013838888888889,0.5019905,0.0,0.0,0.0
4.674,0.11,-0.77,9.63,-0.0,-0.0,0.0,12.74,8.98,-113.44,9.662163318843252,115.08329418295254,0.5729577951308232,0.0,0.029867016620625082,0.0,0.012510666666666666,-0.08079805555555555,1.003981,0.0003532496780864198,-0.0020923250163580247,0.02616764923055556
4.727,0.11,-0.77,9.63,-0.0,-0.01,0.0,12.74,8.98,-113.44,9.661361187741612,114.50581469951646,0.0,0.0,0.029867016620625082,0.0,0.01824472222222222,-0.12093644444444444,1.5059715,0.0010054029299382716,-0.006304148101234568,0.07850294769166667
4.7780000000000005,0.13,-0.76,9.61,-0.0,-0.0,0.0,12.74,11.06,-115.77,9.661361187741612,114.50581469951646,0.5729577951308232,0.0,0.0,0.0,0.023978777777777776,-0.16107483333333333,2.007962,0.0019564597555555554,-0.012608296202469137,0.15700589538333334
4.831,0.11,-0.76,9.64,0.0,-0.0,0.0,12.74,11.06,-115.77,9.640881702417056,116.99283781497053,0.0,0.0,0.0,0.0,0.030755388888888888,-0.20069194444444444,2.5089099444444445,0.003206420154938271,-0.02100476932006173,0.26167649230555556
4.883,0.12,-0.76,9.64,0.0,0.0,0.0,12.91,10.19,-114.94,9.670537730653864,116.99283781497053,0.0,0.0,0.0,0.0,0.03648944444444444,-0.24030905555555554,3.0114217222222224,0.004809630232407407,-0.03146639440185185,0.39246039235401237
4.934,0.11,-0.75,9.62,-0.0,-0.0,0.0,12.91,10.19,-114.94,9.6706566478187,116.11075660764595,0.0,0.0,0.0,0.0,0.04274477777777778,-0.27992616666666664,3.5139335000000003,0.006711743883641975,-0.043993171447839506,0.5494391146851852
4.987,0.11,-0.78,9.62,-0.0,-0.0,0.0,12.91,10.19,-114.94,9.64981865114573,116.11075660764595,0.0,0.0,0.0,0.0,0.04847883333333333,-0.319022,4.015402722222222,0.008939934160802469,-0.05858510045802469,0.7326126592990742
5.04,0.11,-0.76,9.63,0.0,-0.0,-0.0,13.43,8.98,-114.77,9.652196641179664,116.11075660764595,0.0,0.0,0.0,0.0,0.05421288888888889,-0.3596816666666666,4.5168719444444445,0.011467028011728395,-0.07521500838024692,0.9419266800913582
5.091,0.11,-0.76,9.63,0.0,-0.0,0.0,13.43,8.98,-114.77,9.660569341400123,115.90150214729746,0.0,0.0,0.0,0.0,0.05994694444444444,-0.3992987777777777,5.018862444444444,0.014293025436419752,-0.09396441437098765,1.1773811770620373
5.143,0.13,-0.76,9.63,-0.0,-0.0,0.0,13.6,10.89,-114.61,9.660569341400123,115.90150214729746,0.0,0.0,0.0,0.0,0.065681,-0.4389158888888888,5.520852944444444,0.01741792643487654,-0.11477897232592592,1.4390033232632717
5.196,0.11,-0.76,9.62,-0.0,-0.0,0.0,13.6,10.89,-114.61,9.660817770768684,115.92671909443483,0.0,0.0,0.0,0.0,0.07245761111111111,-0.47853299999999993,6.022843444444444,0.020841731007098765,-0.13765868224506173,1.7267931186950618
5.248,0.11,-0.77,9.63,0.0,-0.0,0.0,13.6,10.89,-114.61,9.650601017553258,115.92671909443483,0.0,0.0,0.0,0.0,0.07819166666666667,-0.5181501111111111,6.524312666666666,0.024618785257407405,-0.16260354412839506,2.0407505633574075
5.3,0.11,-0.76,9.6,0.0,-0.0,0.0,12.91,9.5,-114.61,9.661361187741612,115.92671909443483,0.0,0.0,0.0,0.0,0.08392572222222223,-0.5582885,7.026303166666666,0.02869474308148148,-0.18961355797592594,2.380848484198148
5.353,0.11,-0.75,9.62,-0.0,-0.0,0.0,12.91,9.5,-114.61,9.630664566892566,115.72540861885086,0.0,0.0,0.0,0.0,0.0896597777777778,-0.5979056111111111,7.526729833333333,0.03306960447932099,-0.21871589683981482,2.7471140542694443
5.405,0.11,-0.76,9.6,-0.0,-0.0,0.0,13.26,10.54,-114.61,9.64981865114573,115.72540861885086,0.0,0.0,0.0,0.0,0.09539383333333336,-0.6370014444444444,8.028199055555556,0.03774336945092593,-0.24988338766790125,3.1394657544148146
5.457,0.11,-0.77,9.63,-0.0,-0.0,0.0,13.26,10.54,-114.61,9.630664566892566,115.85495802942575,0.0,0.0,0.0,0.0,0.10112788888888892,-0.6766185555555555,8.528625722222221,0.0427160379962963,-0.2830888574080247,3.55795793073858
