time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
2.826,0.31,-0.68,9.6,0.01,0.05,-0.03,10.16,-1.9,-129.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8770000000000002,0.11,-1.02,9.47,0.02,0.37,0.0,10.33,-1.73,-130.74,9.629044604736235,129.99158434298738,3.3896640283427946,0.029388642334531725,0.1469432116726586,-0.08816592700359517,0.015900785714285715,-0.03487914285714286,0.4924114285714285,0.0,0.0,0.0
2.9290000000000003,0.05,0.43,9.19,0.0,0.25,0.03,10.33,-1.73,-130.74,9.5254081277392,131.15887083990927,21.230386521601826,0.08816592700359517,1.2343229780503322,-0.08816592700359517,0.021543,-0.08719785714285713,0.9781547857142856,0.0008155967301020408,-0.0017890508918367346,0.025257189061224483
2.98,-0.28,-2.78,9.56,0.04,0.17,-0.0,11.88,-2.59,-129.58,9.200190215424895,131.15887083990927,14.426708654115968,0.08816592700359517,1.9690390364136254,0.0,0.024107642857142855,-0.06514192857142856,1.4495361428571427,0.001920598751530612,-0.00626167812142857,0.07542954274846937
3.031,0.32,-0.51,9.82,0.07,-0.2,-0.07,11.88,-2.59,-129.58,9.959939758853967,130.14921782323552,10.006277713283707,0.20572049634172207,2.468645956100665,0.0,0.009745642857142855,-0.2077360714285714,1.939895857142857,0.003157148632653061,-0.009602993757653059,0.14978039304744895
3.083,0.2,1.3,9.85,0.01,0.28,-0.02,11.88,-2.59,-129.58,9.838439916978707,130.14921782323552,12.786076655119226,0.41144099268344414,1.8808731094100304,-0.20572049634172207,0.02615935714285714,-0.23389542857142853,2.443591714285714,0.0036570304994897954,-0.02025837039285714,0.2492831941198979
3.1350000000000002,-0.34,-2.04,9.43,-0.03,0.24,-0.0,11.71,-1.38,-129.74,9.937429245031131,130.14921782323552,16.093893904705805,0.44082963501797584,2.703755094776919,-0.2644977810107855,0.03641792857142857,-0.16721471428571424,2.948826357142857,0.004998818668367346,-0.03225553519693877,0.37462199483622444
3.185,-0.22,-1.56,9.56,0.01,-0.2,-0.04,11.71,-1.38,-129.74,9.654123471346324,130.27469477991497,13.858000269724597,0.3526637080143807,3.40908251080568,-0.2644977810107855,0.018978357142857144,-0.2718521428571428,3.432518,0.006866798276020407,-0.04083245564897959,0.5258757239122448
3.238,0.17,-0.95,9.64,0.01,-0.96,-0.13,11.19,-0.86,-129.58,9.688942150720067,130.27469477991497,11.70012926405045,0.3820523503489124,2.821309664115046,-0.38205235034891244,0.007693928571428574,-0.351869,3.9228777142857143,0.007840252437755102,-0.05477652877653061,0.7019393793265305
3.289,0.46,0.21,9.66,0.01,-0.02,-0.04,11.19,-0.86,-129.58,9.688188685198075,130.06510715791535,55.50893657890612,0.4114409926834441,4.440892098500626e-16,-0.7641047006978249,0.01641371428571429,-0.40059721428571426,4.417340857142857,0.008234896016836735,-0.0728248951265306,0.9031549855142855
3.34,0.2,0.44,9.79,-0.02,-0.29,-0.06,7.23,-1.38,-130.74,9.67322593553981,130.06510715791535,2.6256224662019982,0.4408296350179758,-0.058777284669063005,-0.8816592700359518,0.04000842857142857,-0.3898257142857143,4.9128298571428575,0.009076802318877551,-0.09337267081071428,1.1297330190510202
3.3930000000000002,0.72,-0.78,9.64,-0.03,-0.16,-0.03,7.23,-1.38,-130.74,9.80192328066283,130.94703089417493,17.006329393376888,0.38205235034891233,-0.9110479123704829,-1.057991124043142,0.050267,-0.36725685714285716,5.4149869285714285,0.01112894893010204,-0.11336794548418366,1.3817260990806122
3.444,0.93,0.12,9.67,-0.04,-0.25,-0.04,7.23,-1.38,-130.74,9.698267886586759,130.94703089417493,9.484139074809152,0.29388642334531717,-1.3812661897229905,-1.1461570510467374,0.08719785714285713,-0.4072652857142857,5.909450071428571,0.01370728698010204,-0.13220559899234693,1.6594762500382652
3.494,0.73,-3.35,9.57,0.15,0.13,0.03,5.68,-1.56,-130.58,9.715358974325138,130.94703089417493,14.686060642519886,0.17633185400719026,-2.1159822480862838,-1.2637116203848642,0.13490021428571428,-0.40111014285714286,6.4054519999999995,0.018179914209693875,-0.1530953991117347,1.9625888283448978
3.547,1.01,-0.09,9.82,0.11,0.11,0.0,5.68,-1.56,-130.58,10.165643117875032,130.71278590864782,11.502047465798134,0.6171614890251661,-1.7339298977373714,-1.175545693381269,0.172344,-0.5729412142857143,6.8963246428571425,0.025099331629591833,-0.17366948436785715,2.2911427627163263
