time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
3.105,0.21,-0.71,9.56,-0.02,-0.06,-0.04,13.43,7.95,-118.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.157,0.07,-0.79,9.72,0.01,0.05,-0.03,13.43,7.95,-118.77,9.588628681933617,119.79098588792063,4.28762353292191,-0.05915706437356511,-0.17747119312069531,-0.11831412874713022,0.010841098265895953,-0.03665323699421965,0.49352809248554913,0.0,0.0,0.0
3.209,0.13,-0.81,9.56,0.02,0.05,-0.03,14.81,7.26,-118.43,9.7523022922795,119.79098588792063,3.3896640283427946,-0.029578532186782556,-0.029578532186782552,-0.2070497253074779,0.014454797687861272,-0.0774364161849711,0.9953160693641618,0.0005596638648133916,-0.0018921968762738478,0.025478031179123926
3.263,-2.4,-1.04,11.3,-0.03,0.59,0.07,14.81,7.26,-118.43,9.595134183532819,119.57302622247211,3.5319490554146764,0.029578532186782556,0.11831412874713021,-0.2957853218678256,0.021165953757225433,-0.1192520809248555,1.488844161849711,0.0013058823512312472,-0.005889795910655218,0.07686050410103912
3.315,0.23,0.97,9.97,-0.06,-0.31,-0.05,14.29,8.81,-117.27,11.598775797471044,119.57302622247211,34.084969814702134,-0.059157064373565105,1.8634475277673008,-0.08873559656034768,-0.10273231213872831,-0.17294132947976879,2.0721984971098264,0.0023985594206288215,-0.012046098423602526,0.15372100820207824
3.367,0.18,-1.09,9.71,-0.05,0.19,-0.02,14.29,8.81,-117.27,10.019715564825182,118.4654932881301,18.316735761898194,-0.23662825749426042,0.9465130299770418,-0.23662825749426045,-0.09085872832369941,-0.1228657803468208,2.586892543352601,-0.0029049219649837947,-0.020974069600387585,0.2606967583621237
3.4210000000000003,-0.57,-0.47,9.59,-0.04,0.42,0.01,14.29,8.81,-117.27,9.77264549648661,118.4654932881301,11.31500983872564,-0.38452091842817315,1.5085051415259105,-0.2957853218678256,-0.08156635838150289,-0.17913624277456647,3.088164277456647,-0.007595438165324601,-0.027316926734939358,0.39424321677069063
3.473,-0.34,-0.05,9.69,-0.0,-0.12,-0.05,15.33,7.43,-117.6,9.618414630280814,118.4654932881301,24.179905106039836,-0.5028350471753034,2.7508034933707775,-0.266206789681043,-0.1109921965317919,-0.20339965317919073,3.5832410982658955,-0.011806242481539643,-0.03656470583447492,0.5536674662618196
3.527,-0.19,0.0,9.78,-0.01,-0.07,-0.05,15.33,7.43,-117.6,9.696091996263236,118.82749597631012,7.4484513367007015,-0.5028350471753034,2.3958611071293867,-0.4140994506149558,-0.12854445086705202,-0.2059808670520231,4.083480346820808,-0.017536134430819604,-0.04706506596478332,0.7386496989127601
3.58,-0.24,-1.16,9.54,0.01,0.07,-0.04,14.64,8.47,-117.27,9.781845429161104,118.82749597631012,4.961960058796128,-0.5324135793620859,2.1888113818219086,-0.5619921115488685,-0.13835306358381502,-0.2059808670520231,4.58836578034682,-0.024172148827892675,-0.05769867939623776,0.9494564213258043
3.632,-0.31,-0.83,9.56,0.0,0.07,-0.04,14.64,8.47,-117.27,9.613261673334394,118.48343090913598,4.654731131878351,-0.5028350471753034,2.3958611071293863,-0.6803062402959987,-0.1507428901734104,-0.2658650289017341,5.080861387283235,-0.03131452576932072,-0.0683322928276922,1.186327489443015
3.685,1.67,-3.85,9.6,0.13,-0.02,-0.09,14.64,8.47,-117.27,9.600968701125945,118.48343090913598,4.619333423241533,-0.5028350471753034,2.602910832436864,-0.7986203690431289,-0.16674641618497107,-0.3087131791907514,5.574389479768785,-0.039096518556249786,-0.0820573828457349,1.4486232874188911
3.738,-0.26,-2.26,9.5,0.14,-0.06,-0.05,16.19,7.6,-117.43,10.47718473636883,118.48343090913598,9.131444644211468,-0.1183141287471301,2.543753768063299,-1.064827158724172,-0.08053387283236993,-0.5074666473988438,6.0699825433526,-0.04770468181028433,-0.09799447766280195,1.7363971165738912
3.79,-0.23,-0.42,9.73,0.05,-0.34,-0.07,16.19,7.6,-117.43,9.768582292226442,118.7841782393598,9.185212201974531,0.2957853218678257,2.3662825749426037,-1.2127198196580848,-0.09395618497109826,-0.624137514450867,6.56041317919075,-0.051862184806040955,-0.12419207666811452,2.049755579548932
3.843,-0.23,-0.45,9.75,0.06,0.07,-0.03,14.81,8.29,-116.77,9.741776018776044,118.7841782393598,20.094406710610905,0.4436779828017384,1.3606124805919968,-1.4197695449655627,-0.10582976878612715,-0.6458197109826589,7.062717398843929,-0.05671260496775701,-0.15641272488522834,2.388432169741722
