time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
2.092,0.09,-0.79,9.61,-0.0,-0.01,-0.0,12.74,7.95,-111.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.142,0.1,-0.79,9.64,-0.01,-0.02,-0.0,13.09,7.6,-108.12,9.642836719555092,112.120213164264,0.5729577951308232,0.0,-0.02920811515622463,0.0,0.004587999999999999,-0.040272444444444444,0.4898964444444444,0.0,0.0,0.0
2.193,-1.38,1.1,9.08,-0.07,0.11,0.06,13.09,7.6,-108.12,9.67283309067204,109.17436741286848,1.2811725781509187,-0.02920811515622463,-0.0876243454686739,0.0,0.009685777777777776,-0.08054488888888889,0.9813222222222222,0.0002338860444444444,-0.00205299972345679,0.024973832079012343
2.245,-0.09,-1.24,9.96,-0.04,0.25,0.03,13.09,7.6,-108.12,9.249908107651665,109.17436741286848,8.223491400265578,-0.23366492124979704,0.23366492124979707,0.17524869093734777,-0.06066355555555554,-0.02446933333333333,1.4442004444444443,0.0007276454716049381,-0.00615899917037037,0.07499945825185185
2.2960000000000003,-0.08,0.07,9.58,-0.04,0.16,0.02,12.4,7.95,-108.45,10.037295452461287,109.17436741286848,14.607614889185824,-0.3504973818746956,0.9638678001554128,0.26287303640602167,-0.06525155555555553,-0.08768177777777778,1.9519391111111108,-0.0023648477827160484,-0.0074063914074074064,0.14862158757530863
2.346,-0.19,-0.73,9.55,-0.06,0.14,0.01,12.4,7.95,-108.45,9.580589752202105,109.44571713868021,9.518689786957244,-0.4673298424995941,1.431197642655007,0.3212892667184709,-0.06932977777777775,-0.08411333333333333,2.440306222222222,-0.00569122708148148,-0.011876213590123455,0.24812710581728392
2.399,-0.21,-1.33,9.69,-0.03,0.21,0.02,13.78,7.95,-109.45,9.579744255459016,109.44571713868021,8.745821171009252,-0.6425785334369418,1.8401112548421519,0.35049738187469553,-0.07901555555555553,-0.12132711111111111,2.9271439999999997,-0.00922550508641975,-0.01616412440493827,0.37252849412345673
2.449,-0.45,-0.68,9.66,-0.03,0.31,0.03,13.78,7.95,-109.45,9.78310277979333,110.60015099447197,12.208169735489966,-0.7302028789056157,2.453481673122869,0.4089136121871448,-0.08972088888888886,-0.18912755555555555,3.421118666666666,-0.013253542518518513,-0.022349110913580245,0.5217477904790122
2.5,-0.63,-0.95,9.59,-0.03,0.25,0.02,13.78,7.95,-109.45,9.694354026958166,110.60015099447197,17.92726252572181,-0.8178272243742897,3.3589332429658327,0.49653795765581865,-0.11266088888888887,-0.22379244444444443,3.9135639999999996,-0.017827314054320982,-0.031990413412345674,0.6961488176197529
2.553,-0.78,-0.48,9.62,-0.03,0.21,0.02,14.81,8.98,-110.78,9.657510031058731,110.60015099447197,14.472147219080838,-0.9054515698429636,4.089136121871449,0.5549541879682679,-0.14477688888888887,-0.2722213333333333,4.402440888888888,-0.02357051581234567,-0.04339885491358024,0.8956536135308639
2.603,-0.71,-1.7,9.5,0.01,-0.03,-0.01,14.81,8.98,-110.78,9.66349833134978,112.12575484695743,12.208169735489966,-0.9930759153116375,4.702506540152166,0.6133704182807171,-0.18453955555555554,-0.29669066666666666,4.89284711111111,-0.03095091988148147,-0.057276093550617274,1.120080266844444
