time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
2.742,0.14,-0.71,9.61,-0.01,-0.02,-0.0,13.26,7.78,-110.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.793,0.12,-0.69,9.63,-0.01,-0.02,-0.0,11.71,9.68,-109.78,9.637209139579777,111.34646110227303,1.2811725781509187,-0.02918078057299151,-0.05836156114598302,0.0,0.007130209790209791,-0.03616034965034965,0.489437972027972,0.0,0.0,0.0
2.843,0.15,-0.7,9.63,-0.01,-0.01,0.0,11.71,9.68,-109.78,9.655433703361027,110.82632764826235,1.2811725781509187,-0.05836156114598302,-0.11672312229196603,0.0,0.013241818181818183,-0.0713020979020979,0.9798945454545456,0.0003631420832314539,-0.0018416491363880876,0.024927110141816224
2.894,0.15,-0.71,9.63,0.0,-0.0,0.0,11.71,9.68,-109.78,9.656572891041625,110.82632764826235,0.8102846845413955,-0.08754234171897453,-0.14590390286495755,0.0,0.02088132867132867,-0.10695314685314686,1.4703511188811191,0.0010375488092327254,-0.0054730699687026265,0.07483320786591031
2.944,0.14,-0.69,9.62,0.0,0.01,0.0,12.4,9.33,-111.78,9.657302936120416,110.82632764826235,0.0,-0.08754234171897453,-0.14590390286495755,0.0,0.02852083916083916,-0.1431134965034965,1.9608076923076927,0.0021010363386962687,-0.010920201217174436,0.14971829317228227
2.994,0.14,-0.69,9.63,0.01,0.01,0.0,12.4,9.33,-111.78,9.645729625072432,112.85201504625427,0.5729577951308232,-0.08754234171897453,-0.11672312229196605,0.0,0.03565104895104895,-0.17825524475524473,2.4507549650349656,0.003553604671622084,-0.01820898160203433,0.2495823660609321
3.0460000000000003,0.11,-0.69,9.59,0.0,0.01,0.0,12.91,7.78,-110.28,9.655702978033242,112.85201504625427,0.8102846845413955,-0.058361561145983024,-0.08754234171897454,0.0,0.042781258741258744,-0.213396993006993,2.941211538461539,0.005369315087779354,-0.027287533682820678,0.37439948781162896
3.097,0.11,-0.68,9.62,0.0,0.0,0.0,12.91,7.78,-110.28,9.615419907627539,111.30532287361643,0.5729577951308232,-0.058361561145983024,-0.05836156114598304,0.0,0.048383566433566436,-0.24853874125874126,3.4296309090909096,0.007548167587168077,-0.038155857459533475,0.5241955971446037
3.148,0.11,-0.7,9.6,-0.0,-0.01,0.0,12.57,9.85,-110.28,9.644630630563308,111.30532287361643,0.0,-0.058361561145983024,-0.05836156114598304,0.0,0.05398587412587413,-0.2831711888111888,3.9195781818181823,0.010012346009095799,-0.05081395293217272,0.698866939178933
3.1990000000000003,0.12,-0.69,9.62,-0.0,-0.01,0.0,12.57,9.85,-110.28,9.62611551977224,111.4302732653923,0.5729577951308232,-0.058361561145983024,-0.08754234171897454,0.0,0.05958818181818182,-0.3188222377622377,4.408506853146854,0.012761850353562521,-0.06523588138050761,0.8984913300753095
3.25,0.14,-0.7,9.64,-0.0,-0.0,0.0,12.57,9.85,-110.28,9.645460071971682,111.4302732653923,0.5729577951308232,-0.058361561145983024,-0.11672312229196605,0.0,0.06569979020979021,-0.353963986013986,4.898454125874126,0.015796680620568243,-0.08147352024499976,1.1230168923932713
3.301,0.14,-0.69,9.63,0.0,0.0,0.0,11.54,8.81,-109.62,9.666395398492657,111.4302732653923,0.0,-0.058361561145983024,-0.11672312229196605,0.0,0.07282999999999999,-0.3896150349650349,5.38942,0.019142775530343784,-0.09950093080541836,1.3724955035732802
3.353,0.12,-0.69,9.62,0.0,0.0,0.0,11.54,8.81,-109.62,9.655702978033242,110.57726755531627,0.0,-0.058361561145983024,-0.11672312229196605,0.0,0.07996020979020978,-0.4247567832167832,5.879876573426574,0.022852012523350777,-0.11934405178199423,1.6469790410557978
