time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
3.581,-0.1,-0.82,9.82,-0.01,-0.02,0.0,12.91,7.78,-114.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.633,0.03,-0.8,9.63,-0.0,-0.0,0.01,14.98,8.47,-115.27,9.854684165410884,115.92411353984984,1.2811725781509187,-0.02960047602942738,-0.05920095205885476,0.0,-0.005166257668711658,-0.04236331288343559,0.5073265030674847,0.0,0.0,0.0
3.685,0.02,-0.79,9.62,0.0,0.01,0.01,14.98,8.47,-115.27,9.6632189253892,116.54747616314992,0.5729577951308232,-0.02960047602942738,-0.05920095205885476,0.02960047602942738,-0.0036163803680981607,-0.08369337423312885,1.0048371165644174,-0.0002669021829952201,-0.0021885979005608048,0.02620979437013061
3.738,0.05,-0.8,9.53,0.01,0.01,-0.0,13.6,8.12,-114.61,9.65240384567492,116.54747616314992,0.8102846845413955,-0.02960047602942738,-0.02960047602942738,0.05920095205885476,-0.002583128834355829,-0.12450680981595094,1.501831104294479,-0.0004537337110918742,-0.00651241326508337,0.07812226896270093
3.79,0.01,-0.79,9.57,0.0,0.01,-0.0,13.6,8.12,-114.61,9.563649930857988,115.69937986004938,0.8102846845413955,0.0,0.0,0.05920095205885476,0.0,-0.16583687116564422,1.9941754601226998,-0.0005871848025894843,-0.012944755875268174,0.1557107335594114
3.842,2.01,0.43,4.53,-0.07,-0.61,-0.02,13.43,7.95,-114.77,9.602556951145877,115.69937986004938,0.5729577951308232,0.0,0.02960047602942738,0.05920095205885476,0.0005166257668711658,-0.20665030674846632,2.488586319018405,-0.0005871848025894843,-0.02151231594941474,0.25873497619556635
3.895,-0.44,-0.05,11.12,0.01,1.79,0.15,13.43,7.95,-114.77,4.97452510296209,115.82625047889618,35.19845332531576,-0.20720333220599169,-1.776028561765643,0.0,0.10435840490797547,-0.1844353987730062,2.7226177914110434,-0.0005604945842899623,-0.032188403269223544,0.3873017577443638
3.947,1.07,-1.08,11.95,-0.14,-0.67,0.02,13.43,7.95,-114.77,11.128813952978097,115.82625047889618,102.92050937292768,-0.1776028561765643,3.5224566475018584,0.4440071404414107,0.08162687116564418,-0.187018527607362,3.2971056441717796,0.004830929512213483,-0.0417168112021529,0.5279592081828448
3.998,-0.03,-1.6,9.28,-0.04,0.18,0.01,13.43,7.95,-115.11,12.046318939825559,115.82625047889618,39.23401454759004,-0.5920095205885476,1.5392247535302237,0.5032080925002654,0.13690582822085892,-0.24281411042944792,3.914473435582823,0.00904798400353796,-0.05137867022657987,0.6982961813703943
4.051,-0.3,-0.76,9.57,-0.02,0.01,0.01,13.43,7.95,-115.11,9.416968726718805,116.16315896186707,10.580344821195597,-0.7104114247062572,2.0720333220599167,0.5328085685296928,0.13535595092024544,-0.32547423312883444,4.393902147239265,0.016120891852911292,-0.06392307282735521,0.9005279654258725
4.102,-0.21,-1.2,9.54,0.0,-0.04,-0.0,15.33,8.47,-115.61,9.604816500069118,116.16315896186707,1.403454242220617,-0.769612376765112,2.101633798089344,0.5624090445591202,0.11985717791411046,-0.364737791411043,4.888313006134971,0.02311372904738606,-0.08073791035605407,1.1275282720633073
4.154,-0.25,-0.64,9.63,0.01,-0.12,-0.01,15.33,8.47,-115.61,9.617468481882328,116.92913195606987,2.291831180523293,-0.769612376765112,1.9832318939716345,0.5624090445591202,0.10900803680981598,-0.4267328834355829,5.381173987730063,0.029305859692875167,-0.0995812044755166,1.3800711176133846
4.207,-0.11,-0.67,9.62,0.0,-0.07,-0.0,15.33,8.47,-115.61,9.654480824984843,116.92913195606987,6.923075379495116,-0.7400119007356846,1.6280261816185058,0.5328085685296928,0.09609239263803684,-0.45979693251533754,5.878684601226995,0.03493749575407431,-0.12162732479092178,1.658076431421206
4.259,-0.13,-0.8,9.55,-0.02,-0.13,-0.01,14.12,7.6,-115.11,9.643930733886467,116.92913195606987,4.010704565915763,-0.7400119007356846,1.4208228494125141,0.5328085685296928,0.09040950920245402,-0.49441085889570563,6.375678588957056,0.0399018763577854,-0.14538161907749636,1.961784425451467
