time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
2.563,-0.13,-0.67,9.8,0.02,0.06,0.01,15.15,7.95,-115.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.614,-0.16,-0.72,9.76,-0.01,-0.03,0.0,14.29,8.12,-115.27,9.823736559985718,117.02742370914605,3.6687199450282586,0.05888293846281253,0.17664881538843757,0.029441469231406264,-0.006680057471264367,-0.034427988505747124,0.5035735632183908,0.0,0.0,0.0
2.665,0.02,-0.76,9.56,-0.02,-0.06,-0.0,14.29,8.12,-115.27,9.787829177095398,116.43586818502277,1.811851635761533,0.029441469231406264,0.08832440769421879,0.029441469231406264,-0.014901666666666664,-0.07142522988505746,1.005091724137931,-0.00034325513707226835,-0.0017690841679878447,0.025876156486986386
2.717,0.09,-0.77,9.53,-0.02,-0.05,-0.0,14.29,8.12,-115.27,9.590182480015697,116.43586818502277,3.623703271523066,-0.029441469231406264,-0.08832440769421879,0.029441469231406264,-0.013873965517241377,-0.11047787356321838,1.4963328735632182,-0.0011089781351565592,-0.005439273710529791,0.07752285249570615
2.7680000000000002,0.08,-0.79,9.61,-0.01,-0.03,-0.0,15.67,8.12,-114.94,9.561480010960645,116.43586818502277,3.08547215431189,-0.08832440769421879,-0.23553175385125008,0.029441469231406264,-0.009249310344827583,-0.15004436781609193,1.9860324712643675,-0.0018218926506143472,-0.011116185592878844,0.15441200319989426
2.819,-0.95,0.4,7.48,0.01,0.36,0.1,15.67,8.12,-114.94,9.642748570817346,116.28708827724597,1.811851635761533,-0.11776587692562505,-0.32385616154546887,0.029441469231406264,-0.005138505747126434,-0.1906385632183908,2.479842873563218,-0.0022971689942528723,-0.018826224056348255,0.256464395875611
2.872,0.89,-3.19,11.23,-0.1,0.28,0.06,15.67,8.12,-114.94,7.550688710309809,116.28708827724597,21.41513593458236,-0.08832440769421879,0.7360367307851565,0.32385616154546887,-0.05395431034482757,-0.17008454022988503,2.864203103448275,-0.0025612114073853866,-0.02862219758356453,0.3838912644533623
2.922,-0.39,1.51,9.67,-0.04,0.09,0.02,14.29,8.47,-114.94,11.708163818464449,116.28708827724597,17.378670380701756,-0.3827391000082814,1.560397869264532,0.5005049769339065,-0.00822160919540229,-0.33400287356321834,3.441257298850574,-0.005333656745276784,-0.03736200145825075,0.5310685055334257
2.973,-0.34,-1.37,9.68,-0.06,0.37,0.03,14.29,8.47,-114.94,9.794952781917837,116.13418359811206,5.758154577216438,-0.5005049769339064,1.8253710923471882,0.5593879153967191,-0.02826178160919539,-0.25641143678160916,3.9381508045977003,-0.005756124606288806,-0.054524758311864166,0.7078977096082704
3.0260000000000002,-0.68,-1.8,9.47,-0.03,0.47,0.05,16.88,8.98,-115.44,9.78237701174924,116.13418359811206,21.545041608028065,-0.677153792322344,2.91470545390922,0.6477123230909378,-0.04573270114942527,-0.32680896551724137,4.435558160919539,-0.007208357878517633,-0.06770047472717662,0.9102598150330292
