time,ax,ay,az,gx,gy,gz,mx,my,mz
913.00,-0.66,6.34,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
925.00,-0.66,6.34,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
938.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,2.00,20.00
949.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,2.00,20.00
961.00,-0.65,6.34,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
973.00,-0.66,6.33,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
977.00,-0.66,6.33,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
1056.00,-0.63,6.35,-7.86,-0.05,0.18,-0.02,-51.00,0.00,20.00
1132.00,-0.65,6.36,-7.90,-0.05,0.18,-0.02,-56.00,0.00,18.00
1211.00,-0.65,6.34,-7.87,-0.05,0.18,-0.02,-56.00,0.00,18.00
1299.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,22.00
1310.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,22.00
1322.00,-0.65,6.34,-7.89,-0.05,0.18,-0.02,-53.00,0.00,22.00
1333.00,-0.67,6.37,-7.85,-0.05,0.18,-0.02,-53.00,0.00,22.00
1346.00,-0.67,6.37,-7.85,-0.05,0.18,-0.02,-53.00,0.00,22.00
1358.00,-0.67,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,22.00
1370.00,-0.67,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,22.00
1382.00,-0.66,6.33,-7.91,-0.05,0.18,-0.02,-58.00,2.00,20.00
1393.00,-0.66,6.36,-7.86,-0.05,0.18,-0.02,-58.00,2.00,20.00
1406.00,-0.66,6.36,-7.86,-0.05,0.18,-0.02,-58.00,2.00,20.00
1418.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-58.00,2.00,20.00
1429.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-58.00,2.00,20.00
1441.00,-0.66,6.35,-7.85,-0.05,0.18,-0.02,-58.00,2.00,20.00
1454.00,-0.66,6.35,-7.88,-0.05,0.18,-0.02,-58.00,2.00,20.00
1466.00,-0.66,6.35,-7.88,-0.05,0.18,-0.02,-58.00,2.00,20.00
1477.00,-0.65,6.35,-7.87,-0.05,0.18,-0.02,-58.00,2.00,20.00
1489.00,-0.65,6.35,-7.87,-0.05,0.18,-0.02,-58.00,2.00,20.00
1501.00,-0.65,6.36,-7.89,-0.05,0.18,-0.02,-53.00,2.00,20.00
1513.00,-0.64,6.36,-7.90,-0.05,0.18,-0.02,-53.00,2.00,20.00
1525.00,-0.64,6.36,-7.90,-0.05,0.18,-0.02,-53.00,2.00,20.00
1537.00,-0.64,6.36,-7.89,-0.05,0.18,-0.02,-53.00,2.00,20.00
1550.00,-0.64,6.36,-7.89,-0.05,0.18,-0.02,-53.00,2.00,20.00
1562.00,-0.65,6.38,-7.87,-0.05,0.18,-0.02,-53.00,2.00,20.00
1573.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-53.00,2.00,20.00
1584.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-53.00,2.00,20.00
1597.00,-0.65,6.35,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
1608.00,-0.65,6.35,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
1620.00,-0.66,6.36,-7.87,-0.05,0.18,-0.02,-56.00,2.00,20.00
1632.00,-0.66,6.35,-7.89,-0.05,0.18,-0.02,-56.00,2.00,20.00
1646.00,-0.66,6.35,-7.89,-0.05,0.18,-0.02,-56.00,2.00,20.00
1657.00,-0.65,6.34,-7.85,-0.05,0.18,-0.02,-56.00,2.00,20.00
1668.00,-0.65,6.34,-7.85,-0.05,0.18,-0.02,-56.00,2.00,20.00
1680.00,-0.65,6.34,-7.87,-0.05,0.18,-0.02,-56.00,2.00,20.00
1691.00,-0.65,6.34,-7.87,-0.05,0.18,-0.02,-56.00,2.00,20.00
1704.00,-0.66,6.35,-7.89,-0.05,0.18,-0.02,-56.00,2.00,20.00
1715.00,-0.66,6.36,-7.86,-0.05,0.18,-0.02,-56.00,2.00,20.00
1726.00,-0.66,6.36,-7.86,-0.05,0.18,-0.02,-56.00,2.00,20.00
1737.00,-0.66,6.34,-7.85,-0.05,0.18,-0.02,-56.00,2.00,20.00
1750.00,-0.66,6.34,-7.85,-0.05,0.18,-0.02,-56.00,2.00,20.00
1761.00,-0.66,6.36,-7.90,-0.05,0.18,-0.02,-58.00,0.00,18.00
1773.00,-0.66,6.35,-7.87,-0.05,0.18,-0.02,-58.00,0.00,18.00
1785.00,-0.66,6.35,-7.87,-0.05,0.18,-0.02,-58.00,0.00,18.00
1799.00,-0.65,6.34,-7.87,-0.05,0.18,-0.02,-58.00,0.00,18.00
1811.00,-0.65,6.34,-7.87,-0.05,0.18,-0.02,-58.00,0.00,18.00
1822.00,-0.66,6.35,-7.88,-0.05,0.18,-0.02,-58.00,0.00,18.00
1834.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-58.00,0.00,18.00
1847.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-58.00,0.00,18.00
1859.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-58.00,0.00,18.00
1871.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-58.00,0.00,18.00
1882.00,-0.66,6.34,-7.91,-0.05,0.18,-0.02,-56.00,3.00,22.00
1894.00,-0.65,6.34,-7.89,-0.05,0.18,-0.02,-56.00,3.00,22.00
1906.00,-0.65,6.34,-7.89,-0.05,0.18,-0.02,-56.00,3.00,22.00
1916.00,-0.64,6.37,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
1928.00,-0.64,6.37,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
1940.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
1953.00,-0.64,6.37,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
1965.00,-0.64,6.37,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
1976.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-56.00,3.00,22.00
1988.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-56.00,3.00,22.00
2001.00,-0.66,6.36,-7.89,-0.05,0.18,-0.02,-53.00,2.00,20.00
2012.00,-0.66,6.36,-7.89,-0.05,0.18,-0.02,-53.00,2.00,20.00
2024.00,-0.66,6.36,-7.89,-0.05,0.18,-0.02,-53.00,2.00,20.00
2036.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
2049.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
2061.00,-0.64,6.36,-7.88,-0.05,0.18,-0.02,-53.00,2.00,20.00
2073.00,-0.65,6.37,-7.84,-0.05,0.18,-0.02,-53.00,2.00,20.00
2084.00,-0.65,6.37,-7.84,-0.05,0.18,-0.02,-53.00,2.00,20.00
2097.00,-0.67,6.35,-7.86,-0.05,0.18,-0.02,-53.00,2.00,20.00
2109.00,-0.67,6.35,-7.86,-0.05,0.18,-0.02,-53.00,2.00,20.00
2121.00,-0.66,6.33,-7.90,-0.05,0.18,-0.02,-51.00,2.00,20.00
2133.00,-0.65,6.31,-7.92,-0.05,0.18,-0.02,-51.00,2.00,20.00
2146.00,-0.65,6.31,-7.92,-0.05,0.18,-0.02,-51.00,2.00,20.00
2158.00,-0.64,6.33,-7.90,-0.05,0.18,-0.02,-51.00,2.00,20.00
2170.00,-0.64,6.33,-7.90,-0.05,0.18,-0.02,-51.00,2.00,20.00
2182.00,-0.65,6.37,-7.86,-0.05,0.18,-0.02,-51.00,2.00,20.00
2194.00,-0.64,6.39,-7.84,-0.05,0.18,-0.02,-51.00,2.00,20.00
2207.00,-0.64,6.39,-7.84,-0.05,0.18,-0.02,-51.00,2.00,20.00
2219.00,-0.64,6.38,-7.85,-0.05,0.18,-0.02,-51.00,2.00,20.00
2230.00,-0.64,6.38,-7.85,-0.05,0.18,-0.02,-51.00,2.00,20.00
2242.00,-0.67,6.35,-7.87,-0.05,0.18,-0.02,-51.00,2.00,20.00
2255.00,-0.65,6.31,-7.91,-0.05,0.18,-0.02,-53.00,2.00,20.00
2266.00,-0.65,6.31,-7.91,-0.05,0.18,-0.02,-53.00,2.00,20.00
2278.00,-0.66,6.34,-7.90,-0.05,0.18,-0.02,-53.00,2.00,20.00
2290.00,-0.66,6.34,-7.90,-0.05,0.18,-0.02,-53.00,2.00,20.00
2302.00,-0.66,6.38,-7.86,-0.05,0.18,-0.02,-53.00,2.00,20.00
2314.00,-0.64,6.39,-7.84,-0.05,0.18,-0.02,-53.00,2.00,20.00
2326.00,-0.64,6.39,-7.84,-0.05,0.18,-0.02,-53.00,2.00,20.00
2338.00,-0.64,6.40,-7.84,-0.05,0.18,-0.02,-53.00,2.00,20.00
2351.00,-0.64,6.40,-7.84,-0.05,0.18,-0.02,-53.00,2.00,20.00
2363.00,-0.62,6.36,-7.86,-0.05,0.18,-0.02,-53.00,2.00,20.00
2374.00,-0.66,6.32,-7.91,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2386.00,-0.66,6.32,-7.91,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2399.00,-0.71,6.34,-7.90,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2411.00,-0.71,6.34,-7.90,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2423.00,-0.69,6.35,-7.86,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2434.00,-0.64,6.35,-7.87,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2446.00,-0.64,6.35,-7.87,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2459.00,-0.61,6.37,-7.87,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2470.00,-0.61,6.37,-7.87,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2482.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2493.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-53.00,-1.00,18.00
2506.00,-0.67,6.35,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
2517.00,-0.67,6.32,-7.92,-0.05,0.18,-0.02,-56.00,3.00,22.00
2528.00,-0.67,6.32,-7.92,-0.05,0.18,-0.02,-56.00,3.00,22.00
2540.00,-0.63,6.36,-7.86,-0.05,0.18,-0.02,-56.00,3.00,22.00
2553.00,-0.63,6.36,-7.86,-0.05,0.18,-0.02,-56.00,3.00,22.00
2565.00,-0.71,6.40,-7.84,-0.05,0.18,-0.02,-56.00,3.00,22.00
2577.00,-0.68,6.38,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
2589.00,-0.68,6.38,-7.87,-0.05,0.18,-0.02,-56.00,3.00,22.00
2601.00,-0.64,6.34,-7.91,-0.05,0.18,-0.02,-56.00,3.00,22.00
2612.00,-0.64,6.34,-7.91,-0.05,0.18,-0.02,-56.00,3.00,22.00
2624.00,-0.61,6.34,-7.88,-0.05,0.18,-0.02,-53.00,0.00,20.00
2635.00,-0.64,6.36,-7.88,-0.05,0.18,-0.02,-53.00,0.00,20.00
2647.00,-0.64,6.36,-7.88,-0.05,0.18,-0.02,-53.00,0.00,20.00
2659.00,-0.69,6.36,-7.86,-0.05,0.18,-0.02,-53.00,0.00,20.00
2670.00,-0.69,6.36,-7.86,-0.05,0.18,-0.02,-53.00,0.00,20.00
2681.00,-0.69,6.35,-7.87,-0.05,0.18,-0.02,-53.00,0.00,20.00
2694.00,-0.66,6.34,-7.90,-0.05,0.18,-0.02,-53.00,0.00,20.00
2706.00,-0.66,6.34,-7.90,-0.05,0.18,-0.02,-53.00,0.00,20.00
2718.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,20.00
2729.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,20.00
2741.00,-0.64,6.36,-7.86,-0.05,0.18,-0.02,-53.00,0.00,20.00
2753.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,18.00
2765.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,18.00
2776.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-53.00,0.00,18.00
2788.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-53.00,0.00,18.00
2791.00,-0.65,6.36,-7.88,-0.05,0.18,-0.02,-53.00,0.00,18.00
2869.00,-0.65,6.36,-7.87,-0.05,0.18,-0.02,-53.00,0.00,18.00
2946.00,-0.65,6.36,-7.86,-0.05,0.18,-0.02,-56.00,-1.00,20.00
3024.00,-0.68,6.35,-7.89,-0.05,0.18,-0.02,-53.00,-1.00,18.00
3112.00,-0.64,6.34,-7.89,-0.03,0.19,-0.01,-53.00,-1.00,18.00
3123.00,-0.67,6.35,-7.87,-0.04,0.18,-0.02,-53.00,2.00,22.00
3135.00,-0.67,6.35,-7.88,-0.05,0.18,-0.02,-53.00,2.00,22.00
3146.00,-0.67,6.35,-7.88,-0.05,0.18,-0.02,-53.00,2.00,22.00
3159.00,-0.66,6.36,-7.87,-0.05,0.18,-0.02,-53.00,2.00,22.00
3171.00,-0.66,6.36,-7.87,-0.05,0.18,-0.02,-53.00,2.00,22.00
3183.00,-0.64,6.35,-7.89,-0.05,0.18,-0.02,-53.00,2.00,22.00
3195.00,-0.66,6.38,-7.86,-0.05,0.18,-0.02,-53.00,2.00,22.00
3208.00,-0.66,6.38,-7.86,-0.05,0.18,-0.02,-53.00,2.00,22.00
3220.00,-0.65,6.35,-7.89,-0.05,0.18,-0.02,-53.00,2.00,22.00
3232.00,-0.65,6.35,-7.89,-0.05,0.18,-0.02,-53.00,2.00,22.00
3243.00,-0.67,6.35,-7.89,-0.05,0.18,-0.02,-53.00,2.00,22.00
3255.00,-0.66,6.35,-7.90,-0.05,0.18,-0.02,-56.00,0.00,20.00
3268.00,-0.66,6.35,-7.90,-0.05,0.18,-0.02,-56.00,0.00,20.00
3280.00,-0.65,6.34,-7.89,-0.05,0.18,-0.02,-56.00,0.00,20.00
3292.00,-0.65,6.34,-7.89,-0.05,0.18,-0.02,-56.00,0.00,20.00
3304.00,-0.66,6.35,-7.90,-0.05,0.18,-0.02,-56.00,0.00,20.00
3317.00,-1.08,6.46,-7.83,-0.08,0.20,-0.08,-56.00,0.00,20.00
3329.00,-1.08,6.46,-7.83,-0.08,0.20,-0.08,-56.00,0.00,20.00
3341.00,-1.25,6.21,-8.02,-0.06,0.35,-0.28,-56.00,0.00,20.00
3353.00,-1.25,6.21,-8.02,-0.06,0.35,-0.28,-56.00,0.00,20.00
3366.00,-0.45,6.05,-8.27,0.06,0.40,-0.20,-56.00,0.00,20.00
3378.00,0.19,5.52,-8.50,0.05,0.13,0.10,-53.00,0.00,20.00
3390.00,0.19,5.52,-8.50,0.05,0.13,0.10,-53.00,0.00,20.00
3401.00,-0.15,6.54,-9.45,0.09,-0.18,0.47,-53.00,0.00,20.00
3414.00,-0.15,6.54,-9.45,0.09,-0.18,0.47,-53.00,0.00,20.00
3425.00,-0.52,7.67,-11.44,1.81,-0.24,0.67,-53.00,0.00,20.00
3437.00,-0.86,4.45,-8.36,4.63,-0.30,0.89,-53.00,0.00,20.00
3449.00,-0.86,4.45,-8.36,4.63,-0.30,0.89,-53.00,0.00,20.00
3462.00,-0.86,4.34,-8.89,5.21,-0.16,1.45,-53.00,0.00,20.00
3473.00,-0.86,4.34,-8.89,5.21,-0.16,1.45,-53.00,0.00,20.00
3485.00,-0.72,4.25,-8.44,5.36,0.12,1.76,-53.00,0.00,20.00
3496.00,-1.55,3.89,-8.09,3.80,0.63,1.56,-51.00,18.00,22.00
3508.00,-1.55,3.89,-8.09,3.80,0.63,1.56,-51.00,18.00,22.00
3521.00,-0.10,4.34,-10.84,1.95,0.96,1.10,-51.00,18.00,22.00
3533.00,-0.10,4.34,-10.84,1.95,0.96,1.10,-51.00,18.00,22.00
3544.00,-0.46,3.99,-14.11,0.88,0.42,0.32,-51.00,18.00,22.00
3556.00,-0.73,2.50,-14.29,0.88,-0.58,-0.32,-51.00,18.00,22.00
3569.00,-0.73,2.50,-14.29,0.88,-0.58,-0.32,-51.00,18.00,22.00
3581.00,-0.21,1.10,-12.76,1.28,-1.39,-0.42,-51.00,18.00,22.00
3593.00,-0.21,1.10,-12.76,1.28,-1.39,-0.42,-51.00,18.00,22.00
3605.00,-0.44,0.88,-10.34,1.83,-1.89,-0.15,-51.00,18.00,22.00
3618.00,-0.56,0.16,-9.21,2.18,-1.91,0.11,-51.00,18.00,22.00
3630.00,-0.56,0.16,-9.21,2.18,-1.91,0.11,-51.00,18.00,22.00
3642.00,-1.15,-1.90,-9.10,2.44,-1.64,0.58,-60.00,27.00,16.00
3654.00,-1.15,-1.90,-9.10,2.44,-1.64,0.58,-60.00,27.00,16.00
3666.00,-1.61,-2.42,-9.69,2.89,-0.97,1.36,-60.00,27.00,16.00
3678.00,-1.27,-1.26,-9.29,2.98,-0.21,1.95,-60.00,27.00,16.00
3689.00,-1.27,-1.26,-9.29,2.98,-0.21,1.95,-60.00,27.00,16.00
3700.00,-1.75,2.90,-13.25,2.09,-0.02,1.74,-60.00,27.00,16.00
3714.00,-1.75,2.90,-13.25,2.09,-0.02,1.74,-60.00,27.00,16.00
3726.00,-2.82,3.70,-16.08,1.48,-1.19,0.23,-60.00,27.00,16.00
3738.00,-1.25,-2.95,-10.29,3.13,-2.46,-0.91,-60.00,27.00,16.00
3750.00,-1.25,-2.95,-10.29,3.13,-2.46,-0.91,-60.00,27.00,16.00
3763.00,-2.08,-2.81,-6.51,3.89,-2.46,-0.40,-69.00,35.00,2.00
3775.00,-3.56,-1.19,-4.64,3.06,-1.59,-0.26,-69.00,35.00,2.00
3787.00,-3.56,-1.19,-4.64,3.06,-1.59,-0.26,-69.00,35.00,2.00
3799.00,-3.71,-3.59,-7.24,2.84,-0.58,-0.57,-69.00,35.00,2.00
3803.00,-3.71,-3.59,-7.24,2.84,-0.58,-0.57,-69.00,35.00,2.00
3881.00,-3.18,-5.29,-13.83,-2.69,-1.97,-2.19,-69.00,48.00,-15.00
3958.00,-4.81,-1.25,-6.47,-2.27,-3.10,-2.54,-69.00,48.00,-15.00
4036.00,-4.65,-8.01,-1.29,-1.50,-1.72,-2.80,-62.00,54.00,-19.00
4125.00,-9.39,-1.81,-9.01,0.23,-1.38,-0.01,-62.00,54.00,-19.00
4137.00,-5.42,-2.88,-7.99,2.41,-1.35,-0.46,-56.00,59.00,-23.00
4149.00,-5.42,-2.88,-7.99,2.41,-1.35,-0.46,-56.00,59.00,-23.00
4160.00,-4.94,-8.55,-3.40,2.54,-1.69,-1.28,-56.00,59.00,-23.00
4172.00,-4.94,-8.55,-3.40,2.54,-1.69,-1.28,-56.00,59.00,-23.00
4184.00,-5.74,-8.09,-2.24,0.72,-1.45,-0.76,-56.00,59.00,-23.00
4195.00,-5.74,-8.09,-2.24,0.72,-1.45,-0.76,-56.00,59.00,-23.00
4206.00,-7.08,-4.25,-5.26,-0.82,-0.86,-0.37,-56.00,59.00,-23.00
4221.00,-7.79,-3.23,-6.40,-1.26,-1.02,-1.07,-56.00,59.00,-23.00
4232.00,-7.79,-3.23,-6.40,-1.26,-1.02,-1.07,-56.00,59.00,-23.00
4243.00,-6.33,-4.08,-5.78,-0.73,-1.42,-1.94,-56.00,59.00,-23.00
4255.00,-6.33,-4.08,-5.78,-0.73,-1.42,-1.94,-56.00,59.00,-23.00
4268.00,-5.63,-7.02,-3.93,-0.95,-2.02,-2.20,-49.00,62.00,-34.00
4279.00,-4.94,-7.13,-3.12,-2.37,-2.38,-2.15,-49.00,62.00,-34.00
4290.00,-4.94,-7.13,-3.12,-2.37,-2.38,-2.15,-49.00,62.00,-34.00
4302.00,-5.05,-3.79,-6.42,-4.11,-2.98,-2.36,-49.00,62.00,-34.00
4315.00,-5.05,-3.79,-6.42,-4.11,-2.98,-2.36,-49.00,62.00,-34.00
4326.00,-7.35,-9.01,-0.06,-3.43,-2.77,-2.36,-49.00,62.00,-34.00
4338.00,-8.11,-8.22,-2.17,-3.15,-0.85,-1.16,-49.00,62.00,-34.00
4350.00,-8.11,-8.22,-2.17,-3.15,-0.85,-1.16,-49.00,62.00,-34.00
4363.00,-12.36,-1.03,-5.82,-1.90,0.62,0.08,-49.00,62.00,-34.00
4374.00,-12.36,-1.03,-5.82,-1.90,0.62,0.08,-49.00,62.00,-34.00
4386.00,-6.45,-0.40,-11.26,1.23,1.18,-0.77,-40.00,63.00,-21.00
4397.00,-4.86,-3.32,-8.99,4.32,0.22,-1.82,-40.00,63.00,-21.00
4410.00,-4.86,-3.32,-8.99,4.32,0.22,-1.82,-40.00,63.00,-21.00
4421.00,-3.69,-12.35,-4.23,6.45,-0.37,-1.95,-40.00,63.00,-21.00
4433.00,-3.69,-12.35,-4.23,6.45,-0.37,-1.95,-40.00,63.00,-21.00
4445.00,-8.33,-8.10,-1.46,4.57,-0.92,-0.83,-40.00,63.00,-21.00
4458.00,-3.47,-9.04,0.43,3.45,-0.64,-0.53,-40.00,63.00,-21.00
4470.00,-3.47,-9.04,0.43,3.45,-0.64,-0.53,-40.00,63.00,-21.00
4482.00,-4.71,-8.33,-2.29,-0.11,-0.26,-0.58,-40.00,63.00,-21.00
4493.00,-4.71,-8.33,-2.29,-0.11,-0.26,-0.58,-40.00,63.00,-21.00
4506.00,-5.37,-7.90,-0.30,-1.36,0.17,-0.59,-29.00,71.00,-44.00
4518.00,-5.59,-6.44,-4.25,-3.13,0.47,-0.66,-29.00,71.00,-44.00
4529.00,-5.59,-6.44,-4.25,-3.13,0.47,-0.66,-29.00,71.00,-44.00
4540.00,-4.27,-6.23,-8.93,-3.62,0.13,-0.74,-29.00,71.00,-44.00
4553.00,-4.27,-6.23,-8.93,-3.62,0.13,-0.74,-29.00,71.00,-44.00
4564.00,-4.74,-7.69,-9.26,-1.57,-0.74,-0.48,-29.00,71.00,-44.00
4576.00,-5.24,-7.59,-7.82,-0.04,-1.78,-0.01,-29.00,71.00,-44.00
4588.00,-5.24,-7.59,-7.82,-0.04,-1.78,-0.01,-29.00,71.00,-44.00
4601.00,-6.54,-6.82,-0.65,-1.44,-2.71,0.03,-29.00,71.00,-44.00
4613.00,-6.54,-6.82,-0.65,-1.44,-2.71,0.03,-29.00,71.00,-44.00
4626.00,-9.06,-2.35,3.68,-6.25,-2.94,-0.66,-29.00,71.00,-44.00
