time,ax,ay,az,gx,gy,gz,mx,my,mz,psi,theta,normAccel,normMag,normGyr
0.402,-0.22,6.74,-7.99,-0.02,-0.02,0.03,20.77,12.71,-11.94,-1.1111643395912276,1.2056890073226185,0.0,0.0,0.0
0.41200000000000003,-0.17,6.7,-7.85,-0.04,-0.02,0.03,20.77,13.0,-11.52,-0.5721064983824616,1.0755388378935322,10.455433993861757,27.12011430654377,2.362365508345388
0.424,-0.17,6.7,-7.85,-0.04,-0.02,0.03,20.77,13.0,-11.52,-0.3923448937766684,1.031780632350177,10.321889361933696,27.075880410431715,3.0854721543118906
0.434,-0.16,6.67,-7.91,-0.02,-0.02,0.03,20.77,13.0,-11.52,-0.23221197739244612,0.9953682549707707,10.321889361933696,27.075880410431715,3.0854721543118906
0.445,-0.16,6.67,-7.91,-0.02,-0.02,0.03,20.77,13.0,-11.52,-0.13611177454013568,0.9735048750424937,10.348072284246955,27.075880410431715,2.362365508345388
0.456,-0.19,6.67,-7.91,-0.01,-0.02,0.04,20.77,13.0,-11.52,-0.07452293295014245,0.9865784934726207,10.348072284246955,27.075880410431715,2.362365508345388
0.467,-0.19,6.67,-7.91,-0.01,-0.02,0.04,20.77,13.0,-11.52,-0.03055564865697735,0.9959193878927124,10.348579612681153,27.075880410431715,2.6256224662019982
0.47800000000000004,-0.19,6.69,-7.84,-0.03,-0.02,0.03,20.77,13.0,-11.52,-0.031390028806657255,1.0034171054700352,10.348579612681153,27.075880410431715,2.6256224662019982
0.489,-0.19,6.69,-7.84,-0.03,-0.02,0.03,20.77,13.0,-11.52,-0.03205505123025465,1.0092544858213444,10.308142412675526,27.075880410431715,2.687410271995297
0.5,-0.21,6.73,-7.83,-0.02,-0.02,0.03,20.77,13.0,-11.52,-0.05009527263114678,1.0248259785933413,10.308142412675526,27.075880410431715,2.687410271995297
0.511,-0.21,6.73,-7.83,-0.02,-0.02,0.03,20.77,13.0,-11.52,-0.06485744551246767,1.0375701147999763,10.326950179021878,27.075880410431715,2.362365508345388
0.522,-0.19,6.67,-7.88,0.02,-0.03,0.04,20.77,13.0,-11.52,-0.047258622313962724,1.0389661366491367,10.326950179021878,27.075880410431715,2.362365508345388
0.533,-0.21,6.68,-7.93,0.03,-0.03,0.04,20.77,13.0,-11.52,-0.024606178497896165,1.048323844889012,10.325667048670512,27.075880410431715,3.0854721543118906
0.544,-0.21,6.68,-7.93,0.03,-0.03,0.04,20.77,13.0,-11.52,-0.005202464278565064,1.0563413280904825,10.370699108546154,27.075880410431715,3.3408893411844587
0.555,-0.19,6.66,-7.96,0.01,-0.02,0.04,19.62,13.0,-11.94,-0.0024544323935266144,1.0558373431846775,10.370699108546154,27.075880410431715,3.3408893411844587
0.5660000000000001,-0.19,6.66,-7.96,0.01,-0.02,0.04,19.62,13.0,-11.94,0.0,1.0553963576164733,10.380428700203089,26.391438005535054,2.6256224662019982
0.577,-0.17,6.67,-7.84,-0.02,-0.02,0.03,19.62,13.0,-11.94,-0.019884779678338037,1.0490036690520697,10.380428700203089,26.391438005535054,2.6256224662019982
0.588,-0.17,6.67,-7.84,-0.02,-0.02,0.03,19.62,13.0,-11.94,-0.03766981211844992,1.0433179369191805,10.294823942156563,26.391438005535054,2.362365508345388
0.599,-0.19,6.71,-7.91,-0.04,-0.02,0.03,19.62,13.0,-11.94,-0.05063466134197108,1.043638481825397,10.294823942156563,26.391438005535054,2.362365508345388
0.61,-0.19,6.71,-7.91,-0.04,-0.02,0.03,19.62,13.0,-11.94,-0.06235477627706518,1.0439268848174095,10.374406007092647,26.391438005535054,3.0854721543118906
0.621,-0.2,6.66,-7.86,-0.04,-0.02,0.03,19.62,13.0,-11.94,-0.0720084111847624,1.0471635785510784,10.374406007092647,26.391438005535054,3.0854721543118906
0.632,-0.19,6.73,-7.91,-0.01,-0.03,0.03,19.62,13.0,-11.94,-0.08493831080405716,1.0472056067783626,10.304135092282127,26.391438005535054,3.0854721543118906
0.643,-0.19,6.73,-7.91,-0.01,-0.03,0.03,19.62,13.0,-11.94,-0.0967849794121295,1.0472439596266554,10.3873528870449,26.391438005535054,2.497465127889139
0.654,-0.21,6.68,-7.93,-0.0,-0.02,0.04,19.62,13.0,-11.94,-0.09832100034504007,1.0519639503380205,10.3873528870449,26.391438005535054,2.497465127889139
0.665,-0.21,6.68,-7.93,-0.0,-0.02,0.04,19.62,13.0,-11.94,-0.09973406122921394,1.0563055688780452,10.370699108546154,26.391438005535054,2.5623451563018373
0.676,-0.2,6.69,-7.91,-0.02,-0.02,0.03,20.2,13.71,-10.05,0.12381641809390341,1.0522572528901293,10.370699108546154,26.391438005535054,2.5623451563018373
0.687,-0.2,6.69,-7.91,-0.02,-0.02,0.03,20.2,13.71,-10.05,0.3034550178150869,1.0587406744657955,10.361669749610822,26.400882561005417,2.362365508345388
