time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,psi,theta,normAccel,normMag,normGyr
0.001,-0.28,6.39,-7.85,2.34,-1.26,1.39,-12.67,51.24,7.41,-1.0,-0.2396140928602233,1.5845435972899509,0.0,0.0,0.0
0.013000000000000001,-0.3,6.69,-7.64,0.93,-1.24,1.22,-10.72,50.16,0.27,-1.0,-0.5392845295304959,1.638691780595181,10.125857988338568,53.30079361510483,171.84245098421005
0.025,-0.3,6.69,-7.64,0.93,-1.24,1.22,-10.72,50.16,0.27,-1.0,-0.643130195077536,1.6565860335872884,10.159512783593513,51.2934391516108,113.01801284423955
0.037,-0.32,6.88,-7.46,0.31,-1.2,1.04,-10.72,50.16,0.27,-1.0,-0.6559712910302133,1.694206096201384,10.159512783593513,51.2934391516108,113.01801284423955
0.101,-0.29,6.68,-7.61,0.02,-1.21,0.96,-10.72,50.16,0.27,-1.0,-0.6851264208287037,1.683474125970747,10.153245786446815,51.2934391516108,92.70060508122772
0.113,-0.25,6.68,-7.6,-0.01,-1.22,0.96,-10.72,50.16,0.27,-1.0,-0.6744144055931314,1.6388685507266985,10.130083908833134,51.2934391516108,88.50482603656718
0.125,-0.25,6.68,-7.6,-0.01,-1.22,0.96,-10.72,50.16,0.27,-1.0,-0.6663969654859301,1.6069870457904045,10.121506804819132,51.2934391516108,88.94881440560803
0.137,-0.21,6.68,-7.62,0.04,-1.21,0.96,-11.42,50.34,0.04,-1.0,-0.5185718583861036,1.554521206436263,10.121506804819132,51.2934391516108,88.94881440560803
0.151,-0.18,6.67,-7.63,0.15,-1.19,0.97,-11.42,50.34,0.04,-1.0,-0.38966285440267145,1.494862981832597,10.135625289048525,51.61912048843917,88.52707833981101
0.163,-0.18,6.67,-7.63,0.15,-1.19,0.97,-11.42,50.34,0.04,-1.0,-0.28609229603690783,1.4471350581748226,10.135985398568804,51.61912048843917,88.38233822349885
0.17500000000000002,-0.21,6.67,-7.61,0.37,-1.17,0.99,-11.42,50.34,0.04,-1.0,-0.21218328011155815,1.4236869660905995,10.135985398568804,51.61912048843917,88.38233822349885
0.189,-0.15,6.4,-7.9,0.46,-1.16,0.99,-11.42,50.34,0.04,-1.0,-0.162921590459685,1.3754165803475331,10.121516684766172,51.61912048843917,90.33674947381155
0.201,-0.15,6.4,-7.9,0.46,-1.16,0.99,-11.42,50.34,0.04,-1.0,-0.12148392307330598,1.3345779796076442,10.168210265331851,51.61912048843917,91.26590026885616
0.213,-0.09,6.55,-7.81,0.12,-1.22,0.95,-11.42,50.34,0.04,-1.0,-0.053569242248690044,1.2751036783565297,10.168210265331851,51.61912048843917,91.26590026885616
0.225,-0.09,6.55,-7.81,0.12,-1.22,0.95,-11.42,50.34,0.04,-1.0,0.005190378290670487,1.2235934115368252,10.193463591929879,51.61912048843917,88.8601942023719
0.24,-0.28,6.46,-7.78,0.1,-1.28,0.93,-11.42,50.34,0.04,-1.0,0.0,1.2461953708729254,10.193463591929879,51.61912048843917,88.8601942023719
0.251,-0.28,6.52,-7.77,0.02,-1.22,0.95,-11.42,50.34,0.04,-1.0,-0.001067335229580738,1.265913312873593,10.11624436241039,51.61912048843917,90.83323840689881
0.263,-0.28,6.52,-7.77,0.02,-1.22,0.95,-11.42,50.34,0.04,-1.0,-0.0020211998012761327,1.2834395211819896,10.147004484082975,51.61912048843917,88.60121232118149
0.275,-0.31,6.52,-7.77,-0.0,-1.21,0.96,-9.74,49.26,-2.63,-1.0,-0.08383915715788282,1.3080355243183561,10.147004484082975,51.61912048843917,88.60121232118149
0.29,-0.28,6.53,-7.73,0.0,-1.21,0.96,-9.74,49.26,-2.63,-1.0,-0.14967686639342018,1.3218573376652216,10.147876625186177,50.28252280862606,88.497407358764
0.302,-0.28,6.53,-7.73,0.0,-1.21,0.96,-9.74,49.26,-2.63,-1.0,-0.20971213153893103,1.3343652717875898,10.122855328414015,50.28252280862606,88.497407358764
0.314,-0.25,6.55,-7.76,0.01,-1.21,0.96,-9.74,49.26,-2.63,-1.0,-0.25852049368021124,1.3378217240094301,10.122855328414015,50.28252280862606,88.497407358764
0.326,-0.24,6.5,-7.79,-0.02,-1.2,0.96,-9.74,49.26,-2.63,-1.0,-0.30413604961474444,1.3385773436935864,10.15788363784504,50.28252280862606,88.49926208651695
0.34,-0.24,6.5,-7.79,-0.02,-1.2,0.96,-9.74,49.26,-2.63,-1.0,-0.34616852792773156,1.3392696683866347,10.148482645203666,50.28252280862606,88.05673511281087
0.352,-0.09,5.89,-8.44,-0.23,-1.21,0.96,-9.74,49.26,-2.63,-1.0,-0.39561687781407895,1.305506466661825,10.148482645203666,50.28252280862606,88.05673511281087
0.364,-0.09,5.89,-8.44,-0.23,-1.21,0.96,-9.74,49.26,-2.63,-1.0,-0.4474867298062537,1.261965929260768,10.292414682668008,50.28252280862606,89.4731890855503
0.376,-0.16,6.4,-7.8,-2.11,-1.37,0.8,-9.74,49.26,-2.63,-1.0,-0.45548267761169897,1.2306802294238395,10.292414682668008,50.28252280862606,89.4731890855503
0.391,-0.36,7.45,-6.78,-3.25,-1.53,0.66,-11.28,51.6,2.5,-1.0,-0.42256468386376933,1.2450494493127877,10.090867157980032,50.28252280862606,151.25434689036823
