time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,psi,theta,normAccel,normMag,normGyr
0.001,-0.18,6.69,-7.61,-0.01,-1.21,0.95,-11.0,49.08,-0.62,-1.0,1.002468889412018,1.0177274418893205,0.0,0.0,0.0
0.013000000000000001,-0.18,6.69,-7.61,-0.01,-1.21,0.95,-11.0,49.08,-0.62,-1.0,1.002468889412018,1.0177274418893205,10.134130451104328,50.301399582914186,88.14430094210739
0.025,-0.24,6.71,-7.62,-0.0,-1.21,0.95,-11.0,49.08,-0.62,-1.0,0.9117125841140786,1.1300104482967726,10.134130451104328,50.301399582914186,88.14430094210739
0.037,-0.28,6.63,-7.67,0.02,-1.21,0.96,-10.58,48.9,0.04,-1.0,0.6118937196396983,1.2430201546045794,10.156086844843342,50.301399582914186,88.14243874512319
0.1,-0.24,6.66,-7.61,0.01,-1.21,0.96,-10.58,48.9,0.04,-1.0,0.48501186996803897,1.2662709825536638,10.14219897260944,50.031470096330374,88.50482603656718
0.112,-0.24,6.66,-7.61,0.01,-1.21,0.96,-10.58,48.9,0.04,-1.0,0.40057251371827907,1.2817847347942433,10.115596868203081,50.031470096330374,88.49926208651695
0.124,-0.23,6.73,-7.57,-0.03,-1.21,0.95,-10.58,48.9,0.04,-1.0,0.36031850588876174,1.2845038477643698,10.115596868203081,50.031470096330374,88.49926208651695
0.138,-0.22,6.73,-7.58,0.02,-1.21,0.96,-10.58,48.9,0.04,-1.0,0.3351008448379471,1.2793571682906588,10.131668174590008,50.031470096330374,88.15919710190651
0.15,-0.22,6.73,-7.58,0.02,-1.21,0.96,-10.58,48.9,0.04,-1.0,0.3154654307347979,1.2753542640985387,10.138920060834883,50.031470096330374,88.50482603656718
0.162,-0.22,6.69,-7.61,0.01,-1.21,0.96,-10.58,48.9,1.83,-1.0,0.2515577713470614,1.2722010407284188,10.138920060834883,50.031470096330374,88.50482603656718
0.17400000000000002,-0.24,6.71,-7.64,-0.01,-1.21,0.96,-10.58,48.9,1.83,-1.0,0.1909856551085701,1.2794879789144034,10.134919831947364,50.06491086579502,88.49926208651695
0.189,-0.24,6.71,-7.64,-0.01,-1.21,0.96,-10.58,48.9,1.83,-1.0,0.1407970234440978,1.2855567298910557,10.171101218648845,50.06491086579502,88.49926208651695
0.201,-0.27,6.67,-7.64,0.02,-1.21,0.96,-10.58,48.9,1.83,-1.0,0.0852000533457738,1.3039831630577652,10.171101218648845,50.06491086579502,88.49926208651695
0.213,-0.27,6.67,-7.64,0.02,-1.21,0.96,-10.58,48.9,1.83,-1.0,0.03781138439155256,1.3197760291254212,10.145511322747613,50.06491086579502,88.50482603656718
0.225,-0.23,6.69,-7.59,-0.01,-1.21,0.96,-10.58,48.9,1.83,-1.0,0.012365403638583891,1.3186114261820876,10.145511322747613,50.06491086579502,88.50482603656718
0.23900000000000002,-0.2,6.7,-7.57,-0.01,-1.22,0.95,-10.58,48.9,1.83,-1.0,0.0,1.3070663940125655,10.120133398330282,50.06491086579502,88.49926208651695
0.251,-0.2,6.7,-7.57,-0.01,-1.22,0.95,-10.58,48.9,1.83,-1.0,-0.010918415611276657,1.2968761685732062,10.111127533564197,50.06491086579502,88.59565442434567
0.263,-0.19,6.73,-7.63,0.02,-1.22,0.95,-10.58,48.9,1.83,-1.0,-0.018777927129804212,1.2842189459190507,10.111127533564197,50.06491086579502,88.59565442434567
0.275,-0.22,6.66,-7.65,0.02,-1.21,0.96,-10.58,48.9,1.83,-1.0,-0.03682751781076026,1.2820255629441988,10.175750586566084,50.06491086579502,88.60121232118149
0.289,-0.22,6.66,-7.65,0.02,-1.21,0.96,-10.58,48.9,1.83,-1.0,-0.05303585492538895,1.2800515694382142,10.145269833769824,50.06491086579502,88.50482603656718
0.301,-0.27,6.7,-7.62,-0.02,-1.21,0.95,-10.72,49.08,1.16,-1.0,-0.06166227509026139,1.2916930802106492,10.145269833769824,50.06491086579502,88.50482603656718
