time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,psi,theta,normAccel,normMag,normGyr
0.224,0.02,1.55,-8.57,8.54,-0.68,2.48,-14.46,28.86,-31.23,-1.0,-0.2495805003059617,-0.13157746520309388,0.0,0.0,0.0
0.23600000000000002,-0.57,0.79,-8.68,7.84,-0.8,2.46,-14.46,28.86,-31.23,-1.0,-4.043673309672923,1.8096403006415471,8.709064243648683,44.914408601249555,511.0076921415901
0.248,-0.57,0.79,-8.68,7.84,-0.8,2.46,-14.46,28.86,-31.23,-1.0,-5.227689082360924,2.455449274466858,8.734494833703893,44.914408601249555,473.0189097266836
0.26,-0.63,-0.61,-8.53,5.93,-0.49,2.36,-14.46,28.86,-31.23,-1.0,-7.027672803018406,2.899454573249187,8.734494833703893,44.914408601249555,473.0189097266836
0.273,-1.03,-0.87,-9.8,3.99,-0.43,2.18,-14.46,28.86,-31.23,-1.0,-8.583583289588953,3.5915761815849834,8.574957725843317,44.914408601249555,366.7583360595791
0.28500000000000003,-1.03,-0.87,-9.8,3.99,-0.43,2.18,-14.46,28.86,-31.23,-1.0,-9.491156857871573,4.030964792012313,9.892310144753855,44.914408601249555,261.66926675621454
0.297,-0.56,-1.6,-10.21,3.61,-0.39,2.02,-12.46,-2.39,-32.14,-1.0,-6.8400598242924096,3.889489358062562,9.892310144753855,44.914408601249555,261.66926675621454
0.31,-0.56,-1.6,-10.21,3.61,-0.39,2.02,-12.46,-2.39,-32.14,-1.0,-4.388856881027552,3.785021484780799,10.349768113344377,34.55348462890537,238.06792835325962
0.322,-0.57,-2.56,-9.4,4.53,-0.27,2.07,-12.46,-2.39,-32.14,-1.0,-2.5837464874723137,3.744930515633172,10.349768113344377,34.55348462890537,238.06792835325962
0.334,-0.61,-3.54,-8.78,5.41,-0.06,2.17,-12.46,-2.39,-32.14,-1.0,-1.4263411672348094,3.7568197249271975,9.75902146733985,34.55348462890537,285.78305467616025
0.34600000000000003,-0.61,-3.54,-8.78,5.41,-0.06,2.17,-12.46,-2.39,-32.14,-1.0,-0.4088084058870394,3.7636535247434892,9.486416604809214,34.55348462890537,333.99360691068483
0.36,-0.62,-4.26,-8.35,5.77,0.15,2.19,-12.46,-2.39,-32.14,-1.0,0.1851402384582783,3.783364616421977,9.486416604809214,34.55348462890537,333.99360691068483
0.371,-0.62,-4.26,-8.35,5.77,0.15,2.19,-12.46,-2.39,-32.14,-1.0,0.7004076493356963,3.797612349974372,9.394386621807726,34.55348462890537,353.7127000949677
0.383,1.25,-9.57,-4.24,4.89,0.34,1.96,-12.46,-2.39,-32.14,-1.0,0.11021041756612786,3.047401150008369,9.394386621807726,34.55348462890537,353.7127000949677
0.395,0.55,-7.48,-6.73,1.07,0.04,1.78,-12.46,-2.39,-32.14,-1.0,0.054248110385323275,2.622622103251146,10.541584321154007,34.55348462890537,302.4723375953284
0.40800000000000003,0.55,-7.48,-6.73,1.07,0.04,1.78,-12.46,-2.39,-32.14,-1.0,0.0,2.2445001956035355,10.076993599283469,34.55348462890537,119.01672621806429
0.42,-0.55,-6.3,-7.85,0.4,-0.56,1.65,-10.78,-19.83,-25.77,-1.0,1.2349259654813252,2.3114512050580203,10.076993599283469,34.55348462890537,119.01672621806429
0.432,-0.23,-6.1,-7.87,0.43,-0.67,1.26,-10.78,-19.83,-25.77,-1.0,2.6089257662040084,2.2573760735293575,10.080426578275345,34.25682705680723,102.43133004736654
0.444,-0.23,-6.1,-7.87,0.43,-0.67,1.26,-10.78,-19.83,-25.77,-1.0,3.940110289639921,2.208606928258277,9.959909638144314,34.25682705680723,85.39570261972256
0.457,-0.12,-6.14,-7.88,0.43,-0.65,1.2,-10.78,-19.83,-25.77,-1.0,5.2593227909483735,2.1294327668362456,9.959909638144314,34.25682705680723,85.39570261972256
0.46900000000000003,-0.12,-6.14,-7.88,0.43,-0.65,1.2,-10.78,-19.83,-25.77,-1.0,6.533244636692702,2.0578146500260317,9.99041540677864,34.25682705680723,81.98303312889836
0.481,-0.17,-6.13,-7.93,0.42,-0.66,1.2,-10.78,-19.83,-25.77,-1.0,7.754680641323873,2.006606911993103,9.99041540677864,34.25682705680723,81.98303312889836
0.493,-0.2,-6.13,-7.89,0.43,-0.66,1.2,-10.78,-19.83,-25.77,-1.0,8.919494645933012,1.9683741936721901,10.024504975309254,34.25682705680723,82.07507922764435
0.507,-0.2,-6.13,-7.89,0.43,-0.66,1.2,-10.78,-19.83,-25.77,-1.0,10.043769765014446,1.9333033771401773,9.993447853468792,34.25682705680723,82.24489336244044
0.518,-0.13,-6.13,-7.9,0.43,-0.65,1.18,-10.78,-19.83,-25.77,-1.0,11.150899152634803,1.8835275997945757,9.993447853468792,34.25682705680723,82.24489336244044
0.53,-0.13,-6.13,-7.9,0.43,-0.65,1.18,-10.78,-19.83,-25.77,-1.0,13.229488682864023,1.8972593066080066,10.000189998195035,34.25682705680723,81.02441692942618
0.543,-0.14,-6.12,-7.9,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,16.100682228730268,1.7716816229493446,10.000189998195035,34.25682705680723,81.02441692942618
0.555,-0.14,-6.13,-7.87,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,19.247615570736397,1.6477742564285052,9.994198317023733,34.515102491518114,81.5957079659146
0.5670000000000001,-0.14,-6.13,-7.87,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,23.25301312807871,1.5152506580810439,9.976642721877937,34.515102491518114,81.5957079659146
0.579,-0.13,-6.16,-7.87,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,27.549426430312753,1.294288363277019,9.976642721877937,34.515102491518114,81.5957079659146
0.592,-0.13,-6.15,-7.86,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,32.180631365989996,1.0750378624067736,9.994968734318283,34.515102491518114,81.5957079659146
0.604,-0.13,-6.15,-7.86,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,32.852715134738844,0.9708767651645616,9.980931820226004,34.515102491518114,81.5957079659146
0.616,-0.15,-6.16,-7.85,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,33.51019230895745,0.8716274977459761,9.980931820226004,34.515102491518114,81.5957079659146
0.628,-0.15,-6.16,-7.85,0.42,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,34.88676281174045,0.7702146450265275,9.979509005958159,34.515102491518114,81.5957079659146
0.641,-0.15,-6.18,-7.83,0.41,-0.66,1.19,-10.47,-21.75,-24.67,-1.0,36.96224389439219,0.6604791685050628,9.979509005958159,34.515102491518114,81.5957079659146
0.653,-0.17,-6.19,-7.86,0.41,-0.66,1.19,-10.63,-20.79,-25.22,-1.0,38.894488229166605,0.5560283815596279,9.976161586502094,34.515102491518114,81.42857155663313
0.665,-0.17,-6.19,-7.86,0.41,-0.66,1.19,-10.63,-20.79,-25.22,-1.0,41.39152629585598,0.45024144996494897,10.006228060563082,34.369599939481404,81.42857155663313
0.678,-0.19,-6.19,-7.85,0.41,-0.66,1.19,-10.63,-20.79,-25.22,-1.0,43.94329244416589,0.34976315332913543,10.006228060563082,34.369599939481404,81.42857155663313
0.6900000000000001,-0.19,-6.19,-7.85,0.41,-0.66,1.19,-10.63,-20.79,-25.22,-1.0,50.959087513411994,0.6793326129913311,9.998734919978627,34.369599939481404,81.42857155663313
0.7020000000000001,-0.17,-6.17,-7.87,0.41,-0.66,1.19,-10.63,-20.79,-25.22,-1.0,56.27593493973883,0.8443070975826146,9.998734919978627,34.369599939481404,81.42857155663313
