time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,psi,theta,normAccel,normMag,normGyr
0.001,-0.39,7.33,-6.98,-0.01,-1.22,0.95,-11.42,49.26,2.72,-1.0,0.08940050375532212,2.206571256938531,0.0,0.0,0.0
0.013000000000000001,-0.4,7.31,-7.0,0.0,-1.21,0.95,-11.42,49.26,2.72,-1.0,0.04773890243950092,2.234906225151832,10.129234916813807,50.63953396310041,88.59565442434567
0.025,-0.4,7.31,-7.0,0.0,-1.21,0.95,-11.42,49.26,2.72,-1.0,0.03389541854126901,2.2443504179612717,10.128973294465732,50.63953396310041,88.14243874512319
0.037,-0.4,7.33,-7.0,-0.04,-1.22,0.95,-11.42,49.26,2.72,-1.0,0.03173474969378262,2.248270330164715,10.128973294465732,50.63953396310041,88.14243874512319
0.101,-0.35,7.27,-7.03,-0.01,-1.21,0.95,-11.42,49.26,2.72,-1.0,0.0643776631786278,2.1951081700767503,10.14341658416926,50.63953396310041,88.62344042296652
0.113,-0.35,7.29,-7.03,-0.02,-1.21,0.95,-11.42,49.26,2.72,-1.0,0.08921815468571102,2.15913629673031,10.119105691710113,50.63953396310041,88.14430094210739
0.125,-0.35,7.29,-7.03,-0.02,-1.21,0.95,-11.42,49.26,2.72,-1.0,0.10691732507094841,2.133444225674751,10.133484099755622,50.63953396310041,88.14988729702266
0.137,-0.34,7.3,-6.99,-0.03,-1.22,0.95,-11.42,49.26,2.72,-1.0,0.13118494059138164,2.1076444877416805,10.133484099755622,50.63953396310041,88.14988729702266
0.151,-0.37,7.32,-6.98,-0.04,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.10725746918732193,2.1062430178667597,10.112650493317764,50.63953396310041,88.61047470789269
0.163,-0.37,7.32,-6.98,-0.04,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.08821377925792127,2.1051215017388074,10.121249922810918,51.268110946279265,88.62344042296652
0.17500000000000002,-0.38,7.35,-6.97,-0.04,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.07145861536773775,2.109064548944744,10.121249922810918,51.268110946279265,88.62344042296652
0.189,-0.39,7.36,-6.94,-0.04,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.05603208422427452,2.117295594779762,10.136458947778557,51.268110946279265,88.62344042296652
0.201,-0.39,7.36,-6.94,-0.04,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.043002840254632566,2.1242601669986385,10.123502358373806,51.268110946279265,88.62344042296652
0.213,-0.41,7.37,-6.92,-0.03,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.026555811343853,2.1384056375027996,10.123502358373806,51.268110946279265,88.62344042296652
0.225,-0.41,7.37,-6.92,-0.03,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.012314154878982046,2.1506659758954925,10.117875271024051,51.268110946279265,88.61047470789269
0.23900000000000002,-0.41,7.38,-6.93,-0.02,-1.22,0.95,-11.56,49.8,3.84,-1.0,0.0,2.1612059137096082,10.117875271024051,51.268110946279265,88.61047470789269
0.251,-0.4,7.34,-6.95,-0.01,-1.21,0.96,-11.56,49.8,3.84,-1.0,-0.010998353198766962,2.1673702457292876,10.131998815633567,51.268110946279265,88.60121232118149
0.263,-0.4,7.34,-6.95,-0.01,-1.21,0.96,-11.56,49.8,3.84,-1.0,-0.020761271600749778,2.1728502132512517,10.116229534762445,51.268110946279265,88.49926208651695
0.275,-0.38,7.35,-6.97,-0.01,-1.21,0.95,-12.25,49.62,4.06,-1.0,0.028127492818420623,2.171563873281684,10.116229534762445,51.268110946279265,88.49926208651695
0.289,-0.36,7.35,-6.96,-0.01,-1.21,0.95,-12.25,49.62,4.06,-1.0,0.07725822490275172,2.1648258546097594,10.136458947778557,51.27075677225761,88.14430094210739
0.301,-0.36,7.35,-6.96,-0.01,-1.21,0.95,-12.25,49.62,4.06,-1.0,0.12163018106953791,2.1587297013786326,10.128854821745644,51.27075677225761,88.14430094210739
0.313,-0.34,7.34,-6.94,-0.01,-1.21,0.95,-12.25,49.62,4.06,-1.0,0.16653557135150038,2.148250405742502,10.128854821745644,51.27075677225761,88.14430094210739
0.325,-0.34,7.34,-6.94,-0.01,-1.21,0.95,-12.25,49.62,4.06,-1.0,0.20747534679259666,2.1386807603526847,10.107165774835199,51.27075677225761,88.14430094210739
